run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,gamma,beta
20260323T192637-k2-d3-p1-5-r8-i100-s1234,experiment,devbox,2026-03-23T19:26:37,f8c3382ff89c3aff73fd4da99de2f3bab28a7d28,feature/phase4-optimization,true,2,3,1,-1,8,100,1234,0.692450089730,0.619370,0.000210,794,9,5,true,0.6154797087641387,0.39269908134113113
20260323T192637-k2-d3-p1-5-r8-i100-s1234,experiment,devbox,2026-03-23T19:26:37,f8c3382ff89c3aff73fd4da99de2f3bab28a7d28,feature/phase4-optimization,true,2,3,2,-1,8,100,1234,0.755906458453,0.035315,0.004855,3474,9,12,true,0.48783553586550377;4.039431847818213,0.5549041860733214;2.8492119132201448
20260323T192637-k2-d3-p1-5-r8-i100-s1234,experiment,devbox,2026-03-23T19:26:37,f8c3382ff89c3aff73fd4da99de2f3bab28a7d28,feature/phase4-optimization,true,2,3,3,-1,8,100,1234,0.792398428764,0.594865,0.032652,9278,9,15,true,0.42186113316138546;3.939995127070577;4.078573273083863,0.6089502072636294;2.682024935052651;0.2356701764481084
20260323T192637-k2-d3-p1-5-r8-i100-s1234,experiment,devbox,2026-03-23T19:26:37,f8c3382ff89c3aff73fd4da99de2f3bab28a7d28,feature/phase4-optimization,true,2,3,4,-1,8,100,1234,0.816876564852,21.703063,0.328140,59764,9,20,true,0.4087516344784715;3.9221618988106557;4.129628007023221;4.298499941801516,0.5995603247737983;2.7072502692158915;0.2967582915261642;2.9825571664751127
20260323T192637-k2-d3-p1-5-r8-i100-s1234,experiment,devbox,2026-03-23T19:26:37,f8c3382ff89c3aff73fd4da99de2f3bab28a7d28,feature/phase4-optimization,true,2,3,5,-1,8,100,1234,0.836380825133,65.404594,2.586147,31068,9,22,true,0.35923629420705433;3.8476788989036943;3.9636825301498266;4.145789431061988;4.295528976111517,0.6316660118950476;2.6190652114458883;0.3901385088190669;2.865600421384846;0.1492956243287522
