run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T211203-k5-d6-p7-7-r2-i320-s1234,experiment,unknown,2026-04-04T21:12:03,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,5,6,7,1,2,1280,1234,0.795177596258,76.671246,76.363943,2999,3,343,true,0,random,1.0e-06,2.853103502904666;2.7203437108850848;2.379218904183015;3.08226557846176;5.441005843668617;3.68168518252388;3.6934613873922433,0.23694090999053982;0.23464016822487563;1.3949745000173006;0.22950962288422921;1.3868584383203346;2.9960461394452267;1.4862003130813288
