run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210534-k4-d7-p3-3-r2-i320-s1234,experiment,unknown,2026-04-04T21:05:34,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,7,3,1,2,320,1234,0.707010940896,0.911314,0.628859,175,3,15,true,0,random,1.0e-06,2.855607114101321;5.822632506233751;0.12008783615179996,0.28032686333656387;0.4597342676509431;2.8482239706674752
