run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260401T024140-k4-d7-p11-11-r2-i320-s1234,experiment,unknown,2026-04-01T02:41:40,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,4,7,11,1,0,1280,1234,0.686270882194,3870.680486,3860.919634,251,1,11,true,0,random,1.0e-05,3.260197589063085;0.028945461346630452;0.06021221768769037;0.3549526165221555;0.676989643841672;5.956938888589881;6.224758748404602;2.6122545193776525;3.732231383954712;3.1013852767484744;1.9506593530162375,1.6602369401572246;2.022723987114868;2.9071524213247484;1.2678905683322244;1.3766482333401506;0.9759956679033498;1.1918976708057067;0.030875411239009054;2.5068180270546594;1.5833449249420657;3.1120483898255187
