start,kind,iteration,value,g_norm
1,warm,1,-8.255859190851e-01,3.516424e-01
1,warm,2,-8.362496694359e-01,1.764792e-01
1,warm,3,-8.386676783741e-01,3.812587e-02
1,warm,4,-8.396477813912e-01,3.647515e-02
1,warm,5,-8.399516164620e-01,4.662248e-02
1,warm,6,-8.406976513314e-01,6.299451e-02
1,warm,7,-8.414396603433e-01,3.342281e-02
1,warm,8,-8.416060441355e-01,1.241735e-02
1,warm,9,-8.417363994932e-01,2.543398e-02
1,warm,10,-8.419170423968e-01,1.558637e-02
1,warm,11,-8.419706095076e-01,6.298530e-03
1,warm,12,-8.419848811615e-01,6.369308e-03
1,warm,13,-8.420237687793e-01,2.905323e-03
1,warm,14,-8.420288320689e-01,3.936823e-03
1,warm,15,-8.420340233704e-01,2.039686e-03
1,warm,16,-8.420351279506e-01,1.149891e-03
1,warm,17,-8.420359522085e-01,1.098514e-03
1,warm,18,-8.420363925484e-01,5.763909e-04
1,warm,19,-8.420370244904e-01,5.262815e-04
1,warm,20,-8.420370457424e-01,5.245255e-04
1,warm,21,-8.420370213973e-01,1.674465e-04
1,warm,22,-8.420368888380e-01,2.167011e-04
1,warm,23,-8.420369689612e-01,6.834045e-05
1,warm,24,-8.420370948305e-01,5.430626e-05
1,warm,25,-8.420368971722e-01,4.267134e-05
1,warm,26,-8.420371509133e-01,3.144331e-05
1,warm,27,-8.420369747659e-01,2.662838e-05
1,warm,28,-8.420370518844e-01,1.592655e-05
1,warm,29,-8.420367861435e-01,1.723692e-05
1,warm,30,-8.420370620994e-01,1.955032e-05
1,warm,31,-8.420369118439e-01,8.925796e-06
1,warm,32,-8.420369651816e-01,7.465482e-06
1,warm,33,-8.420370110556e-01,9.387732e-06
1,warm,34,-8.420370839238e-01,9.983778e-06
1,warm,35,-8.420370178342e-01,4.508533e-06
1,warm,36,-8.420373152503e-01,9.939075e-06
1,warm,37,-8.420370576419e-01,4.332513e-06
1,warm,38,-8.420367867209e-01,1.017191e-05
1,warm,39,-8.420369427752e-01,9.775162e-06
1,warm,40,-8.420368978431e-01,2.637506e-06
1,warm,41,-8.420368385229e-01,3.471971e-06
1,warm,42,-8.420368898682e-01,2.637506e-06
1,warm,43,-8.420369400528e-01,6.869435e-06
1,warm,44,-8.420369374258e-01,6.347895e-06
1,warm,45,-8.420371479550e-01,2.790242e-06
1,warm,46,-8.420371499874e-01,6.437302e-06
1,warm,47,-8.420371534798e-01,4.768372e-06
2,random,1,-4.781310947324e-01,3.407995e-01
2,random,2,-4.997065324713e-01,3.447575e-03
2,random,3,-5.000005988959e-01,1.249208e-05
2,random,4,-5.029195901768e-01,2.666667e-02
2,random,5,-5.031577130985e-01,3.069740e-02
2,random,6,-5.057202992892e-01,4.381476e-02
2,random,7,-5.076482945734e-01,4.732969e-02
2,random,8,-5.283560491282e-01,1.674539e-01
2,random,9,-5.301355072840e-01,2.423404e-01
2,random,10,-5.473952665479e-01,1.876713e-01
2,random,11,-5.607678400237e-01,4.360468e-01
2,random,12,-6.678760597294e-01,5.531875e-01
2,random,13,-6.903209733634e-01,3.426117e-01
2,random,14,-7.154141045332e-01,5.146832e-01
2,random,15,-7.515013381042e-01,3.288331e-01
2,random,16,-7.587695197733e-01,2.545526e-01
2,random,17,-7.631817862254e-01,1.338147e-01
2,random,18,-7.655735599118e-01,1.031735e-01
2,random,19,-7.680769073939e-01,7.282835e-02
2,random,20,-7.747435780048e-01,8.685984e-02
2,random,21,-7.774936334330e-01,8.585075e-02
2,random,22,-7.806203294384e-01,1.097496e-01
