start_index,p,gamma,beta
2,6,7.157133527232753;6.837445975907647;2.3847851586909603;0.5451338424796682;2.4004699882329765;2.9901009609020455,1.3990923489947713;1.5237102492853425;3.1344938862330753;3.029251449316913;2.1908707389579436;0.30906554831528493
