start_index,p,gamma,beta
2,5,2.9723699070878054;6.751976012040511;0.6993098776139415;2.029497594310594;3.242093204505813,0.8855555652890115;2.8511724501555515;3.033141033374323;1.744225785895692;1.860258874281517
