run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T211622-k4-d6-p8-8-r2-i320-s1234,experiment,unknown,2026-04-04T21:16:22,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,6,8,1,2,1280,1234,0.769859090061,1069.926054,0.175004,6259,4,0,true,1,retry,1.0e-05,3.251597543799757;0.1798539331728657;0.07935331653551933;0.4414578238122862;0.4547161274523464;6.172658440334957;5.6902176831306965;2.5666497135815094,1.9462103727009368;1.5409564121359007;1.097354816803022;1.8719462137490785;1.9936880815526952;2.7932720580477595;1.385641376124293;1.4708479226089595
