start_index,p,gamma,beta
1,5,6.077888400236925;3.0600435528924192;4.624125803764834;2.9075554430210837;3.3756720630512347,2.1546500262169386;0.6323910651583596;1.7680521458921985;-4.121548901659257e-5;2.9443602557815827
