start_index,p,gamma,beta
1,15,0.24741847542166612;0.3839466991741384;0.3991526546704809;0.4065253228207981;0.4071010494996952;0.4219133186842577;0.4468495649247365;0.49350488105057244;0.541310118751114;0.5418140276588999;0.5418140276588999;0.5418140276588999;0.5418140276588999;0.5418140276588999;0.5418140276588999,0.22056374701891718;0.1811004624322123;0.17488120992782277;0.17820873104956292;0.18133134132411818;0.1760977375865504;0.16894700926166714;0.1337817265756675;0.08991296156527757;0.04099106722359987;0.04099106722359987;0.04099106722359987;0.04099106722359987;0.04099106722359987;0.04099106722359987
