run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
warmstart,experiment,warmstart,2026-04-08T14:15:27,warmstart,main,false,6,7,10,1,0,1280,1234,0.764215519615,0.0,0.0,0,1,0,true,0,warm,1.0e-06,3.387579343875144;3.508663617837942;3.5208720790185106;3.523733239629261;3.519688123707921;3.535055572080879;3.5707857200925166;3.6306657086437206;3.6255877582985643;3.6235168979450205,2.9426006444100885;0.15315597013480578;2.96741573122901;0.14807615641390065;2.9833664609276758;0.14404159719951912;3.0266640429110456;0.05852337182073049;3.1337944338724877;3.13966542258427
