start,iteration,value,g_norm
3,1,-4.913287815622e-01,1.403474e-01
3,2,-5.000160343566e-01,4.848714e-04
3,3,-5.001591794091e-01,1.907623e-03
3,4,-5.001619224504e-01,1.946658e-03
3,5,-5.796400911040e-01,5.501374e-01
3,6,-5.876051268334e-01,3.856601e-01
3,7,-6.115119392744e-01,2.641747e-01
3,8,-6.303384942317e-01,1.892596e-01
3,9,-6.420961772959e-01,9.516400e-02
3,10,-6.461217118611e-01,1.253933e-01
3,11,-6.493009828939e-01,2.948062e-02
3,12,-6.494750857031e-01,8.584681e-03
3,13,-6.494879529378e-01,2.273636e-03
3,14,-6.494894444786e-01,3.063885e-04
3,15,-6.494894874302e-01,6.676789e-06
3,16,-6.494894874625e-01,4.835002e-06
3,17,-6.494928308109e-01,2.234284e-03
3,18,-6.494928926576e-01,1.978262e-03
3,19,-6.494935102730e-01,7.275910e-05
3,20,-6.494935141941e-01,1.508137e-05
3,21,-6.494935142543e-01,4.592074e-07
