run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
warmstart,experiment,warmstart,2026-04-07T09:03:34,warmstart,main,false,5,7,10,1,0,1280,1234,0.882955281825,0.0,0.0,0,1,0,true,0,warm,1.0e-06,0.22824013540090726;0.351528302573531;0.3659762042056401;0.3702166714545004;0.3732685933452821;0.38511106756140817;0.42304960900287886;0.47079040137313377;0.47826694357606164;0.4783091401867665,0.21837552095824242;0.18112399686874273;0.17522718859306366;0.17625882101927376;0.17234366876580395;0.16446151485712024;0.13959390883493605;0.10891188666014251;0.04617475261658817;0.04607269569767407
