run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260331T174149-k3-d6-p10-12-r2-i320-s1234,experiment,unknown,2026-03-31T17:41:49,3e6815edca4049974246fdcc9493595e63c10a7b,main,true,3,6,10,1,2,1280,1234,0.781441227345,20534.468290,20532.042711,7326,3,227,true,0,random,1.0e-06,3.044382050649411;0.3384991075641297;0.20397036133711932;0.5228550404706278;0.3956816416534835;5.8618076543215425;0.4411925189801265;2.6610090562601765;3.6674829008467835;3.1190573945019335,1.1010402602381866;1.8478183636446461;1.8380982774030878;2.810749856448865;1.2772335209562702;1.295729069258597;1.3203067540964626;1.3588148685398465;2.6321245225359786;1.9639510439391532
