run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260405T002410-k4-d6-p9-9-r2-i320-s1234,experiment,unknown,2026-04-05T00:24:10,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,6,9,1,2,1280,1234,0.782374008212,685.355681,684.571556,1220,3,68,true,0,random,1.0e-06,3.129110254967289;6.091234975578237;0.1396289779279596;0.4545225720126711;0.6264600453792581;5.546003199752199;5.77875599904141;2.541456818499333;4.031040646874118,1.5651087160987753;1.1102926876976091;1.9282501522392559;1.8506993296787229;0.057513114835354706;1.3350968357171715;1.386445551997523;1.4780215233378176;1.6282074995561124
