run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
warmstart,experiment,warmstart,2026-04-07T09:17:42,warmstart,main,false,7,8,9,1,0,1280,1234,0.804210174707,0.0,0.0,0,1,0,true,0,warm,1.0e-06,6.128623982934718;3.08860526284077;3.8833354404617544;2.982597271380543;3.433945831577842;3.89300691145998;3.582242340394502;3.5932882538742725;3.605111793958607,2.170735841927151;0.5542875891214794;1.6733432550963543;3.1376383472692675;2.994109321653817;0.14725244483658245;0.1364297749741469;0.13157094477395362;0.08132557981671777
