run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210740-k4-d7-p5-5-r2-i320-s1234,experiment,unknown,2026-04-04T21:07:40,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,7,5,1,2,1280,1234,0.721926952860,1.357686,1.072553,428,3,69,true,0,random,1.0e-06,3.389414531114243;6.112994686315586;5.881040093406645;0.6935886054477163;6.19963819896002,2.484298979238144;0.37952207700183976;0.12007297249327603;2.725856101872887;1.882223120296214
