start_index,p,gamma,beta
2,5,3.0413393552518424;5.9875598226353315;0.18747154165922628;2.3421888693009527;3.242255226551843,1.1829894029390544;2.796899130910212;3.26189049107752;1.7295381051868974;2.8676751934668077
