start_index,p,gamma,beta
1,10,0.19969005469606976;0.33148473775130666;0.3524133685100486;0.35908186632089034;0.3606218806283956;0.3703377807088344;0.38871079555698423;0.4242435937372936;0.4779999424997581;0.4961344157327792,0.27658298133077375;0.22452903429463408;0.21588215822229703;0.20985722835229328;0.20822783282898275;0.2044261477699752;0.1905519634122403;0.16675327209123877;0.11266557392891556;0.0481415740441198
