run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210521-k4-d6-p3-3-r2-i320-s1234,experiment,unknown,2026-04-04T21:05:21,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,6,3,1,2,320,1234,0.724576697102,0.912263,0.634914,184,3,22,true,0,random,1.0e-06,3.452284523124209;0.5031261767533532;6.151907038966699,0.28097378099780035;0.4584316144656326;2.8487681333423542
