run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210834-k4-d6-p6-6-r2-i320-s1234,experiment,unknown,2026-04-04T21:08:34,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,6,6,1,2,1280,1234,0.783071776205,3.653028,2.703951,528,3,54,true,0,random,1.0e-06,3.396456141132658;0.41282105774546096;0.44071686278304945;0.47417104138592214;0.6484243585006411;6.214469965001052,0.28277702004120114;1.8058654101061204;1.788920469982148;1.7747152871578058;1.3695633787247248;1.8928925137258918
