run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T211038-k4-d7-p7-7-r2-i320-s1234,experiment,unknown,2026-04-04T21:10:38,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,7,7,1,2,1280,1234,0.757594840176,11.815947,10.443928,435,3,69,true,0,random,1.0e-06,3.405054081859703;6.102108370555878;0.6027903134048924;0.40664281877498726;0.5314850243140299;5.548335591964011;0.025308323413639904,1.1285921397008096;1.6984240089303402;1.3449311661622747;1.3580909819585283;1.4630751661693027;1.9940136442003078;2.7887061947174923
