timestamp_utc,k,D,p,start_index,evaluations,iterations,elapsed_seconds,value,gradient_norm,plateau_value_range,plateau_gradient_max,reason,gamma,beta
2026-05-29T23:34:34Z,2,9,13,1,1,0,219.248176,0.708215931096,1.914272e-01,Inf,Inf,best_seen,6.149614382829393;2.8815013180474867;2.8646630344634985;2.848037160697113;2.840500898086307;2.8329428252896047;2.821539100682347;2.8056552926441416;2.784494057727424;2.746512411567876;2.697972421238249;2.65830788874008;2.65830788874008,2.503433563286658;0.5278216780605962;2.6685070004615037;0.44915713868886714;2.724393916329639;0.38828455433860676;2.7863608344645487;0.314174551876615;2.8715039090646446;0.2200711918554213;2.9881049939755657;0.07566313164568417;0.07566313164568417
2026-05-29T23:42:17Z,2,9,13,1,3,0,682.934692,0.716976739701,6.496477e-02,Inf,Inf,best_seen,6.147837385408714;2.881204441147536;2.863139184021995;2.847554911543289;2.839703403945719;2.83228259525406;2.8224477783198205;2.8078380695848577;2.784402752542009;2.746315426888635;2.699142850288759;2.654798963270294;2.6600844794777005,2.50467310034926;0.5239681512741401;2.6704228019623413;0.4492515796079225;2.723704160331538;0.3899423297570253;2.784598499457176;0.315984950566007;2.870358812921098;0.21916304123200483;2.9862528557728414;0.045076922209114675;3.13262744631445
2026-05-29T23:46:06Z,2,9,13,1,4,0,911.962133,0.717014249827,6.472707e-02,Inf,Inf,best_seen,6.147837385408714;2.881204441147536;2.863139184021995;2.847554911543289;2.839703403945719;2.83228259525406;2.8224477783198205;2.8078380695848577;2.784402752542009;2.746315426888635;2.699142850288759;2.654798963270294;2.6600844794777005,2.50467310034926;0.5239681512741401;2.6704228019623413;0.4492515796079225;2.723704160331538;0.3899423297570253;2.784598499457176;0.315984950566007;2.870358812921098;0.21916304123200483;2.9862528557728414;0.045076922209114675;3.13262744631445
2026-05-29T23:50:02Z,2,9,13,1,5,0,1147.247665,0.718538351066,3.323746e-02,Inf,Inf,best_seen,6.1488831333701786;2.8786913369226244;2.86703387031267;2.8479953196662553;2.8414256273823546;2.8324494630623693;2.8209984056075963;2.8064940617951764;2.7837785775277992;2.750980719800985;2.6974844693918585;2.655335755580016;2.6598866753122254,2.502361415882061;0.5264925412695866;2.6696699633317094;0.44856254909197807;2.7227584591086798;0.38881746301326403;2.7861178503065895;0.3167518194114332;2.8704377309797895;0.22037923350693292;2.9979278067114303;0.06525497924619386;3.115849197853151
2026-05-30T00:05:45Z,2,9,13,1,9,0,2090.231821,0.718883184863,2.762604e-02,Inf,Inf,best_seen,6.146255576338678;2.8825410047368716;2.864869647232362;2.848537589215731;2.83855547212625;2.8308816671051718;2.8212033668581458;2.80534490708461;2.783001251646327;2.748657834747716;2.697766163626099;2.6588297399796623;2.65856171673323,2.497580401798526;0.5294528533124152;2.668157710448304;0.45012062432470545;2.725080293483665;0.38952072989996156;2.786920319015081;0.31829931915227166;2.873106891565106;0.21649972465251577;2.99908312457562;0.08875331967984262;3.1006068206482564
2026-05-30T00:13:41Z,2,9,13,1,11,0,2566.452196,0.718972078239,2.679825e-02,Inf,Inf,best_seen,6.14607312260981;2.882831017662504;2.8646491811838395;2.8485600598146723;2.83834275444974;2.8307833781078364;2.8212492472588315;2.80530679144266;2.7829688756602198;2.7484099822041665;2.6978215016751905;2.659027761573179;2.6584864915688398,2.497345930199368;0.5295727428420208;2.668084046993519;0.4502304096615032;2.7252420187198494;0.38958911471034285;2.786933496742512;0.31837478088597554;2.873265828510391;0.2162379223956167;2.998882573747267;0.08970173904939142;3.1000769912503325
2026-05-30T00:17:45Z,2,9,13,1,12,0,2810.724222,0.719288173982,1.574898e-02,Inf,Inf,best_seen,6.148055198261301;2.881286226572223;2.8648284595021267;2.847230928653343;2.8393016334621612;2.831360884884335;2.8217064836159875;2.805959887655405;2.7827752067856233;2.745535225725827;2.6974645127465764;2.660416741489536;2.6580935774078633,2.498093745644812;0.5281760285390648;2.6673418485323004;0.4496271568591974;2.724864393710774;0.3891500490965761;2.788322092194709;0.31681818371958953;2.874186022707604;0.2138821171109008;2.991495925263212;0.09494559642297637;3.096939135735799
2026-05-30T00:29:48Z,2,9,13,1,15,0,3533.152283,0.719343690780,1.409721e-02,Inf,Inf,best_seen,6.1504410380180685;2.880714258863633;2.865302169305375;2.8459167986232026;2.8410055433709727;2.8310828004906554;2.8230368936452206;2.8063037653622045;2.780307120553918;2.741936869068508;2.696776011592969;2.6656995908673777;2.657197935089319,2.4987230982424093;0.5292606948766296;2.6671694311264624;0.44894147210955176;2.7238236347227414;0.38799347578014715;2.7909293416892256;0.3125791671959718;2.8751914459216015;0.2137849380269892;2.9793500357670974;0.10583405749877393;3.0894840831967545
2026-05-30T00:37:49Z,2,9,13,1,17,0,4014.089951,0.719398506807,1.396370e-02,Inf,Inf,best_seen,6.150726463448165;2.8812458884546683;2.865479042594592;2.84589276417109;2.8414655802251083;2.8305959475888725;2.823559595608171;2.806138785416426;2.778970228898326;2.741442074878583;2.6965730321459;2.6680144996468735;2.6568937886333854,2.498672181389669;0.5306795317381159;2.6674848204021684;0.4488782960874852;2.7234259173068605;0.38756239491297917;2.791677387176254;0.3109696567370904;2.8752640864641044;0.2150496262412074;2.976380183661825;0.109269547582899;3.0868780492711214
2026-05-30T00:50:03Z,2,9,13,1,20,0,4748.215064,0.719430516271,1.316833e-02,Inf,Inf,best_seen,6.14997397265368;2.882569640144143;2.8644486194152043;2.8466555883866658;2.8412019032937543;2.829913689612556;2.8235496572108465;2.8056831164595266;2.7777848649643224;2.742504885281438;2.6962511451592484;2.670238342356995;2.6567514137066586,2.499168670131078;0.5298346830721908;2.6666365246183252;0.4498780419365818;2.7232607260497423;0.386449735479679;2.7922635928720974;0.30949137871435844;2.8742112683535237;0.2185925481981651;2.9744755191646064;0.11099456293180955;3.0857763238034956
