# swarm-d64 chain: k=3, D=8, p=1-15, pop=100, gens=10, burst=20, seed=42
k,D,p,ctilde,evals,wall_seconds,gamma,beta
# p=1 gen  1: best_d64=0.6206306949  pop=100
# p=1 gen  2: best_d64=0.6206306949  pop=100
# p=1 gen  3: best_d64=0.6206306949  pop=100
# p=1 gen  4: best_d64=0.6206306949  pop=100
# p=1 gen  4: best_d64=0.6206306949  pop=-1
3,8,1,0.620630694864,4888,5.2,0.3802188417354521,1.2820052151275085
# p=2 gen  1: best_d64=0.6647332847  pop=100
# p=2 gen  2: best_d64=0.6647332847  pop=100
# p=2 gen  3: best_d64=0.6647332847  pop=100
# p=2 gen  4: best_d64=0.6647332847  pop=100
# p=2 gen  4: best_d64=0.6647332847  pop=-1
3,8,2,0.664733284711,10575,0.8,0.2901085451808056;2.661549080282276,1.2179277523830057;2.933087484577663
# p=3 gen  1: best_d64=0.6920627731  pop=100
# p=3 gen  2: best_d64=0.6920627731  pop=100
# p=3 gen  3: best_d64=0.6920627731  pop=100
# p=3 gen  4: best_d64=0.6920627731  pop=100
# p=3 gen  4: best_d64=0.6920627731  pop=-1
3,8,3,0.692062773065,16190,1.8,3.3903789718984614;0.41325197916040196;2.6710982873746136,0.37472243653025733;1.8483223322793534;1.7414769284805074
# p=4 gen  1: best_d64=0.6984043197  pop=100
# p=4 gen  2: best_d64=0.7020870063  pop=100
# p=4 gen  3: best_d64=0.7021624831  pop=100
# p=4 gen  4: best_d64=0.7021624831  pop=100
# p=4 gen  5: best_d64=0.7021624831  pop=100
# p=4 gen  6: best_d64=0.7106807745  pop=100
# p=4 gen  7: best_d64=0.7106807751  pop=100
# p=4 gen  8: best_d64=0.7106807751  pop=100
# p=4 gen  9: best_d64=0.7106807751  pop=100
# p=4 gen 10: best_d64=0.7106807751  pop=100
# p=4 gen 10: best_d64=0.7106807751  pop=-1
3,8,4,0.710680775125,38350,13.7,0.2232284525494747;0.3738908572555214;2.7269674359964573;0.46763928921215264,2.7610520823853117;1.2701140120135401;1.3257559949778877;1.4246246726506868
# p=5 gen  1: best_d64=0.7127707940  pop=100
# p=5 gen  2: best_d64=0.7131568648  pop=100
# p=5 gen  3: best_d64=0.7131568648  pop=100
# p=5 gen  4: best_d64=0.7151049418  pop=100
# p=5 gen  5: best_d64=0.7171933611  pop=100
# p=5 gen  6: best_d64=0.7171933611  pop=100
# p=5 gen  7: best_d64=0.7171933611  pop=100
# p=5 gen  8: best_d64=0.7171933611  pop=100
# p=5 gen  8: best_d64=0.7171933611  pop=-1
3,8,5,0.717193361131,33660,52.0,0.13161770318197555;0.34529554738756546;0.3751923311981623;3.556110501611526;5.816750519918312,0.6278652464234301;2.791684607020012;2.856895345154955;1.3344988332451633;3.0029421691238896
# p=6 gen  1: best_d64=0.7296484447  pop=100
# p=6 gen  2: best_d64=0.7296484447  pop=100
# p=6 gen  3: best_d64=0.7296484447  pop=100
# p=6 gen  4: best_d64=0.7296484447  pop=100
# p=6 gen  4: best_d64=0.7296484447  pop=-1
3,8,6,0.729648444674,22157,143.7,0.12466992128210694;0.32597270187558547;0.3518730649294675;3.5190846969784553;5.869632227707125;5.817891861480764,0.6241186492290868;2.7890108016386455;2.848138482353188;1.3080044997964966;2.924184770557387;3.0189929924403844
# p=7 gen  1: best_d64=0.7394084683  pop=100
# p=7 gen  2: best_d64=0.7394084683  pop=100
# p=7 gen  3: best_d64=0.7394084683  pop=100
# p=7 gen  4: best_d64=0.7394084683  pop=100
# p=7 gen  4: best_d64=0.7394084683  pop=-1
3,8,7,0.739408468328,23465,667.3,0.11900247588272607;0.3112380106255301;0.33477445648768295;3.4970201035221082;5.907700937267357;5.870500803601054;5.818251951305363,0.6216759341678444;2.7883627237053483;2.8449447307519113;1.2960697538388495;2.8942774265144724;2.9393542715325816;3.031297758293586
# p=8 gen  1: best_d64=0.7472931225  pop=100
# p=8 gen  2: best_d64=0.7472931225  pop=100
# p=8 gen  3: best_d64=0.7472931225  pop=100
# p=8 gen  4: best_d64=0.7472931225  pop=100
# p=8 gen  4: best_d64=0.7472931225  pop=-1
3,8,8,0.747293122486,23443,2588.1,0.11425343284073405;0.2993571645246371;0.32163276567815435;3.4815973181185766;5.929497511672634;5.9104587689275165;5.870412705368003;5.818077084858163,0.6201762864768775;2.7888839455255736;2.844093585542774;1.2907820668665002;2.8797494406034403;2.906645260239484;2.9522475551533116;3.0411652543428493
# p=9 gen  1: best_d64=0.7538161036  pop=100
# p=9 gen  2: best_d64=0.7538161037  pop=100
# p=9 gen  3: best_d64=0.7538161037  pop=100
# p=9 gen  4: best_d64=0.7538161037  pop=100
# p=9 gen  4: best_d64=0.7538161037  pop=-1
3,8,9,0.753816103683,22168,12405.5,0.11019499913548861;0.28949948849398166;0.3110763292536454;3.469916920477008;5.944316856332877;5.932605335661339;5.9124163127102864;5.869520613824186;5.8174937171097385,0.6192641007233305;2.7899689729767774;2.8445079082837053;1.288675791962635;2.8724746626396973;2.889825568578615;2.9173894182681175;2.963504315508597;3.049304446284029
# p=10 gen  1: best_d64=0.7593143427  pop=100
# p=10 gen  2: best_d64=0.7593143433  pop=100
# p=10 gen  3: best_d64=0.7593143433  pop=100
# p=10 gen  4: best_d64=0.7593143433  pop=100
# p=10 gen  5: best_d64=0.7593143434  pop=100
# p=10 gen  5: best_d64=0.7593143434  pop=-1
3,8,10,0.759314343352,28742,79983.3,0.1066706832840715;0.28112819145851303;0.3023090013358787;3.4606571220057925;5.95535825086123;5.947521941079097;5.9351583956317855;5.913513936433104;5.868072975091037;5.816638668708073,0.6187392315462599;2.79134458955362;2.8455683290933207;1.2882244434968935;2.869145741951027;2.8805727749308265;2.898625979845022;2.9270717929492194;2.9734678605477813;3.0561440094013985
# p=11 gen  1: best_d64=0.7640190137  pop=100
# p=11 gen  2: best_d64=0.7640190187  pop=100
# p=11 gen  3: best_d64=0.7640190187  pop=100
# p=11 gen  4: best_d64=0.7640190187  pop=100
# p=11 gen  5: best_d64=0.7640190187  pop=100
# p=11 gen  5: best_d64=0.7640190187  pop=-1
3,8,11,0.764019018731,27616,332102.9,0.10356955402994068;0.27388728108711113;0.2948549484269083;3.453036941854631;5.964016792689895;5.958392243660219;5.95055191240557;5.936936836549379;5.913862309407336;5.866265149530711;5.815617539604093,0.6184808685349333;2.7928695226770013;2.846948105333551;1.2887134239059785;2.867852516953429;2.875922220203332;2.8875044780230112;2.906706955152422;2.9359416722528757;2.9823619613689782;3.0619737362642034
