# swarm-d64 chain: k=3, D=7, p=1-15, pop=100, gens=10, burst=20, seed=42
k,D,p,ctilde,evals,wall_seconds,gamma,beta
# p=1 gen  1: best_d64=0.6295193811  pop=100
# p=1 gen  2: best_d64=0.6295193811  pop=100
# p=1 gen  3: best_d64=0.6295193811  pop=100
# p=1 gen  4: best_d64=0.6295193811  pop=100
# p=1 gen  4: best_d64=0.6295193811  pop=-1
3,7,1,0.629519381067,4655,5.1,2.733858904725481,1.2821940507752825
# p=2 gen  1: best_d64=0.6767253835  pop=100
# p=2 gen  2: best_d64=0.6767253835  pop=100
# p=2 gen  3: best_d64=0.6767253835  pop=100
# p=2 gen  4: best_d64=0.6767253835  pop=100
# p=2 gen  4: best_d64=0.6767253835  pop=-1
3,7,2,0.676725383483,11120,0.8,3.4528856862841972;5.765971673541466,1.2166191440069114;1.361973665680147
# p=3 gen  1: best_d64=0.7059039632  pop=100
# p=3 gen  2: best_d64=0.7059039632  pop=100
# p=3 gen  3: best_d64=0.7059039632  pop=100
# p=3 gen  4: best_d64=0.7059039632  pop=100
# p=3 gen  4: best_d64=0.7059039632  pop=-1
3,7,3,0.705903963232,16085,1.7,3.4085282093470592;0.44562818977284147;2.632673353938303,2.7657183539573498;1.2911418794544518;1.7420279461302288
# p=4 gen  1: best_d64=0.7120270602  pop=100
# p=4 gen  2: best_d64=0.7257101622  pop=100
# p=4 gen  3: best_d64=0.7257101622  pop=100
# p=4 gen  4: best_d64=0.7257101622  pop=100
# p=4 gen  5: best_d64=0.7257101622  pop=100
# p=4 gen  5: best_d64=0.7257101622  pop=-1
3,7,4,0.725710162242,21787,7.2,6.043691762566224;2.7384990522395776;5.834445413792251;3.648538499045253,2.760180269925901;0.30254937731339515;1.818417975503999;1.4239129442490803
# p=5 gen  1: best_d64=0.7305386523  pop=100
# p=5 gen  2: best_d64=0.7305386523  pop=100
# p=5 gen  3: best_d64=0.7403936123  pop=100
# p=5 gen  4: best_d64=0.7403974581  pop=100
# p=5 gen  5: best_d64=0.7403974581  pop=100
# p=5 gen  6: best_d64=0.7403974581  pop=100
# p=5 gen  7: best_d64=0.7403974581  pop=100
# p=5 gen  7: best_d64=0.7403974581  pop=-1
3,7,5,0.740397458097,30820,46.9,3.3621486957198887;5.90658683884887;2.733232414221867;3.5906927637379615;2.635631440110802,1.955275627161269;0.3107570899492468;1.2982521970389964;1.7981285001996086;3.012290096521656
# p=6 gen  1: best_d64=0.7517459626  pop=100
# p=6 gen  2: best_d64=0.7517459626  pop=100
# p=6 gen  3: best_d64=0.7517459626  pop=100
# p=6 gen  4: best_d64=0.7517459626  pop=100
# p=6 gen  4: best_d64=0.7517459626  pop=-1
3,7,6,0.751745962603,23603,145.5,3.348180391651597;0.3568556044014698;2.757461646331867;0.4079892482826223;5.834904669685364;5.777382314628832,0.38541363556021535;1.8845405243175806;1.2877666418395959;1.3151882897865401;2.9303109061644754;3.0257260876768224
# p=7 gen  1: best_d64=0.7608133673  pop=100
# p=7 gen  2: best_d64=0.7608133673  pop=100
# p=7 gen  3: best_d64=0.7608133673  pop=100
# p=7 gen  4: best_d64=0.7608133673  pop=100
# p=7 gen  4: best_d64=0.7608133673  pop=-1
3,7,7,0.760813367288,24450,657.3,3.3372805199990445;0.3416975594638734;2.7747834950399;0.38449294623549946;5.87784721751585;5.8350570641496065;5.776996481488028,0.385418381627806;1.885317909942193;1.2835335672045225;1.3018176789617988;2.8991180264820597;2.9437654569980993;3.036342050202096
# p=8 gen  1: best_d64=0.7682466173  pop=100
# p=8 gen  2: best_d64=0.7682466177  pop=100
