# MaxCut k=2 D=7 p=14 optimization progress -- 2026-05-28T00:55:45.070
wall_seconds,evaluations,ctilde,grad_norm,rss_gb
192.3,1,0.750414057413,6.946e-02,54.43
380.6,2,0.740796525695,1.706e-01,54.43
565.0,3,0.751889521446,1.722e-02,54.43
758.8,4,0.752046327514,9.025e-03,54.43
948.7,5,0.751257743668,4.447e-02,54.43
1139.5,6,0.752072820544,8.338e-03,54.43
1330.7,7,0.752140715449,6.997e-03,54.43
1521.8,8,0.752141698695,1.143e-02,54.43
1715.0,9,0.752196027548,5.624e-03,54.43
1902.5,10,0.752237278427,4.193e-03,54.43
2085.6,11,0.752238693603,4.054e-03,54.43
2274.4,12,0.752238693603,4.054e-03,54.43
2455.0,13,0.752259929968,2.276e-03,54.43
2634.8,14,0.752225630289,8.961e-03,54.92
2827.4,15,0.752269796155,3.341e-03,54.92
3017.3,16,0.752291687159,3.236e-03,54.92
3198.6,17,0.752270523749,1.028e-02,54.92
3381.3,18,0.752304206343,4.686e-03,54.92
3571.1,19,0.752338825453,2.794e-03,54.92
3761.0,20,0.752239637790,1.347e-02,54.92
3950.6,21,0.752350660501,3.914e-03,54.96
4132.1,22,0.752371883534,2.617e-03,54.96
4312.1,23,0.752156778565,1.388e-02,54.96
4494.9,24,0.752372662492,2.717e-03,54.96
4684.5,25,0.752384546257,2.363e-03,54.96
4871.8,26,0.752341850412,1.033e-02,54.96
5065.3,27,0.752387604759,3.516e-03,54.96
5258.1,28,0.752397417613,1.575e-03,54.96
5448.1,29,0.752278520229,1.618e-02,54.96
5638.4,30,0.752397562385,1.813e-03,54.96
5818.3,31,0.752401197348,1.428e-03,54.96
6009.0,32,0.752387748881,4.692e-03,54.96
6198.9,33,0.752402099643,1.468e-03,54.96
6390.4,34,0.752405757717,1.129e-03,54.96
6578.8,35,0.752407405581,2.516e-03,54.96
6768.3,36,0.752409260158,1.586e-03,54.96
6958.4,37,0.752412423030,1.265e-03,54.96
7153.6,38,0.752412656846,9.259e-04,54.96
7342.4,39,0.752414315979,9.343e-04,54.96
7524.3,40,0.752410186932,2.666e-03,54.96
7715.5,41,0.752414905833,1.069e-03,54.96
7895.8,42,0.752417726391,1.071e-03,54.96
8084.7,43,0.752417918264,2.962e-03,54.96
8270.7,44,0.752420032846,1.650e-03,54.96
8460.9,45,0.752424417767,1.103e-03,54.96
8640.9,46,0.752393979151,5.790e-03,54.96
8836.0,47,0.752424803272,1.227e-03,54.96
9019.3,48,0.752427362966,9.474e-04,54.96
9209.3,49,0.752412702895,6.424e-03,54.98
9400.7,50,0.752427717969,1.346e-03,54.98
9581.0,51,0.752429955985,7.780e-04,54.98
9772.1,52,0.752424459474,4.060e-03,54.98
9962.7,53,0.752430758848,9.460e-04,54.98
10145.1,54,0.752432906127,7.793e-04,54.98
10324.9,55,0.752431098806,2.527e-03,54.98
10516.9,56,0.752434171404,1.467e-03,54.98
10705.2,57,0.752435781981,3.345e-04,54.98
10896.4,58,0.752435793094,3.295e-04,54.98
11084.4,59,0.752436067571,3.079e-04,54.98
11275.0,60,0.752435607684,1.298e-03,54.98
11459.0,61,0.752436190904,5.070e-04,54.98
11647.3,62,0.752436437046,3.149e-04,54.98
11830.1,63,0.752434249266,1.887e-03,54.98
12014.4,64,0.752436449071,3.784e-04,54.98
12203.2,65,0.752436580259,1.663e-04,54.98
12386.5,66,0.752435810899,1.141e-03,54.98
12580.7,67,0.752436597447,2.305e-04,54.98
12762.0,68,0.752436664672,1.540e-04,54.98
12951.3,69,0.752436528338,4.695e-04,54.98
13134.1,70,0.752436691921,2.196e-04,54.98
13318.8,71,0.752436746139,1.524e-04,54.98
13506.6,72,0.752436139797,8.675e-04,54.98
13689.3,73,0.752436747176,1.790e-04,54.98
13876.8,74,0.752436779106,9.846e-05,54.98
14065.0,75,0.752436725637,3.237e-04,54.98
14258.2,76,0.752436793541,1.476e-04,54.98
14452.0,77,0.752436812001,4.686e-05,54.98
14637.2,78,0.752436549240,5.554e-04,55.05
14826.0,79,0.752436812041,4.774e-05,55.05
15007.1,80,0.752436817993,4.363e-05,55.05
15196.4,81,0.752436794375,1.604e-04,55.05
15379.8,82,0.752436819345,5.789e-05,55.05
15572.4,83,0.752436824665,4.415e-05,55.05
15751.8,84,0.752436817383,1.635e-04,55.05
15936.3,85,0.752436827316,6.905e-05,55.05
16125.9,86,0.752436831255,4.345e-05,55.05
16316.2,87,0.752436831259,4.240e-05,55.05
16506.0,88,0.752436833101,2.466e-05,55.05
16688.4,89,0.752436829673,9.504e-05,55.05
16873.8,90,0.752436833887,3.021e-05,55.05
17054.0,91,0.752436835165,1.559e-05,55.05
17243.6,92,0.752436825146,1.449e-04,55.05
17435.6,93,0.752436835255,1.844e-05,55.05
