# MaxCut k=2 D=7 p=14 optimization progress -- 2026-05-28T00:55:45.070
wall_seconds,evaluations,ctilde,grad_norm,rss_gb
17615.8,94,0.752436835793,1.257e-05,55.05
17797.8,95,0.752436831938,6.321e-05,55.05
17987.1,96,0.752436835840,1.411e-05,55.05
18174.7,97,0.752436836143,9.038e-06,55.05
18363.2,98,0.752436834451,5.179e-05,55.05
18548.9,99,0.752436836186,8.016e-06,55.05
18738.4,100,0.752436836310,6.833e-06,55.05
18926.3,101,0.752436835597,5.409e-05,55.05
19116.3,102,0.752436836326,1.092e-05,55.05
19300.0,103,0.752436836414,3.340e-06,55.05
19485.0,104,0.752436835796,3.260e-05,55.05
19668.4,105,0.752436836422,4.383e-06,55.05
19857.7,106,0.752436836457,3.205e-06,55.05
20048.4,107,0.752436836402,1.697e-05,55.05
20240.0,108,0.752436836473,7.044e-06,55.05
20442.7,109,0.752436836515,3.801e-06,55.05
20633.1,110,0.752436836359,1.193e-05,55.05
20825.2,111,0.752436836526,2.907e-06,55.05
