# MaxCut k=2 D=6 p=14 optimization progress -- 2026-05-27T19:54:27.128
wall_seconds,evaluations,ctilde,grad_norm,rss_gb
194.6,1,0.766735808699,1.194e-01,52.74
378.1,2,0.744593006644,2.765e-01,53.10
573.2,3,0.770219266330,3.526e-02,53.13
767.8,4,0.770542297272,1.606e-02,53.13
959.1,5,0.768941030067,6.166e-02,53.13
1149.1,6,0.770598482371,1.054e-02,53.13
1336.1,7,0.770689593062,6.420e-03,53.13
1529.5,8,0.770574302963,1.998e-02,53.13
1716.3,9,0.770737098060,9.180e-03,53.13
1899.1,10,0.770858697100,1.015e-02,53.13
2080.6,11,0.770914330939,2.172e-02,53.82
2273.1,12,0.770978131176,1.206e-02,54.13
2460.9,13,0.771216861256,7.815e-03,54.13
2641.5,14,0.769924040885,4.399e-02,54.13
2835.0,15,0.771265324210,9.539e-03,54.75
3025.0,16,0.771434166555,7.855e-03,54.75
3216.9,17,0.768881951729,4.939e-02,54.75
3409.7,18,0.771434794025,8.439e-03,54.75
3591.1,19,0.771503896022,4.504e-03,54.75
3773.2,20,0.770958186933,3.459e-02,54.75
3957.1,21,0.771509556349,5.284e-03,54.75
4144.4,22,0.771556539688,2.930e-03,54.77
4335.5,23,0.771381878225,2.321e-02,54.77
4527.7,24,0.771568372884,4.848e-03,54.77
4709.3,25,0.771603478773,4.212e-03,54.77
4890.9,26,0.771365256918,1.685e-02,54.77
5082.4,27,0.771607472359,3.949e-03,54.77
5275.1,28,0.771611805787,4.222e-03,54.77
5458.6,29,0.771614151492,2.115e-03,54.77
5639.0,30,0.771616588728,1.184e-03,54.77
5821.6,31,0.771606702933,4.274e-03,54.77
6016.2,32,0.771617122891,1.106e-03,54.77
6207.7,33,0.771619826475,1.060e-03,54.77
6388.3,34,0.771615505982,2.037e-03,54.77
6580.8,35,0.771621070826,9.998e-04,54.77
6770.7,36,0.771622137303,1.466e-03,54.77
6954.0,37,0.771622404728,7.864e-04,54.77
7137.1,38,0.771623424562,6.362e-04,54.77
7319.7,39,0.771621874453,2.141e-03,54.77
7511.0,40,0.771623907947,8.236e-04,54.77
7691.4,41,0.771625025847,5.193e-04,54.77
7872.5,42,0.771621329841,3.016e-03,54.77
8063.5,43,0.771625335647,7.375e-04,54.77
8253.3,44,0.771626017895,3.752e-04,54.77
8433.5,45,0.771621244645,2.496e-03,54.77
8624.2,46,0.771626081002,5.562e-04,54.77
8814.1,47,0.771626638825,4.347e-04,54.77
9005.9,48,0.771625462163,1.111e-03,54.77
9189.9,49,0.771626859230,3.443e-04,54.77
9381.6,50,0.771626934157,4.491e-04,54.77
9576.5,51,0.771626974467,2.338e-04,54.77
9757.2,52,0.771627036835,1.609e-04,54.77
9936.5,53,0.771627000718,3.930e-04,54.77
10120.8,54,0.771627077308,1.951e-04,54.80
10302.2,55,0.771627143347,1.347e-04,54.80
10491.9,56,0.771626812309,6.918e-04,54.81
10677.1,57,0.771627154388,1.420e-04,54.81
10866.8,58,0.771627192777,9.383e-05,54.81
11047.3,59,0.771626985730,6.558e-04,54.81
11239.0,60,0.771627198512,1.373e-04,54.81
11429.5,61,0.771627215151,6.143e-05,54.81
11618.9,62,0.771626967705,7.047e-04,54.81
11803.0,63,0.771627215165,6.618e-05,54.81
11992.3,64,0.771627220347,5.541e-05,54.81
12182.6,65,0.771627198240,2.310e-04,54.81
12375.1,66,0.771627221425,6.342e-05,54.81
12565.6,67,0.771627226321,4.132e-05,54.81
12746.4,68,0.771627222590,9.489e-05,54.81
12939.0,69,0.771627229306,3.762e-05,54.81
13126.9,70,0.771627230790,3.335e-05,54.81
13319.8,71,0.771627230943,2.289e-05,54.81
13511.2,72,0.771627231664,1.518e-05,54.81
13701.7,73,0.771627230780,4.918e-05,54.81
13895.2,74,0.771627232040,1.777e-05,54.81
14075.5,75,0.771627232577,1.466e-05,54.81
14256.5,76,0.771627226485,1.007e-04,54.81
14449.2,77,0.771627232587,1.604e-05,54.81
14641.1,78,0.771627232836,1.065e-05,54.81
14831.9,79,0.771627232020,3.923e-05,54.95
15025.3,80,0.771627232905,7.795e-06,54.95
15209.0,81,0.771627233063,6.807e-06,54.95
15390.3,82,0.771627232408,3.723e-05,54.95
15582.4,83,0.771627233098,8.577e-06,54.95
15774.6,84,0.771627233236,5.308e-06,54.95
15956.8,85,0.771627232885,3.438e-05,54.95
16141.4,86,0.771627233284,9.642e-06,54.95
16321.5,87,0.771627233388,6.577e-06,54.95
16502.1,88,0.771627232911,3.024e-05,54.95
16696.7,89,0.771627233408,5.518e-06,54.95
16888.5,90,0.771627233446,4.143e-06,54.95
17077.5,91,0.771627233448,3.511e-06,54.95
17267.7,92,0.771627233466,2.823e-06,54.95
17447.7,93,0.771627233505,2.099e-06,54.95
17640.7,94,0.771627232917,1.369e-05,54.95
17831.8,95,0.771627233507,2.440e-06,54.95
