timestamp_utc,k,D,p,start_index,evaluations,iterations,elapsed_seconds,value,gradient_norm,plateau_value_range,plateau_gradient_max,reason,gamma,beta
2026-05-29T08:58:49Z,2,8,14,1,65,0,12068.629605,0.735341327680,7.645638e-05,1.079012153260e-05,3.189191e-03,best_seen,0.1344085678896409;0.26443916488291164;0.28278791545817983;0.3017748207589695;0.30986221588892016;0.3172112496085374;0.32438559955186785;0.33404955457134344;0.3472795880501791;0.3657721940868692;0.3883117165095098;0.4265061939918503;0.47958235905064495;0.5171762856270378,2.2126057180908387;2.100980037954065;2.050591799495928;2.032749852638969;2.008226687145236;1.988306788350066;1.9635510342557299;1.9366042680521591;1.9041220340730622;1.865597633436404;1.8205043880067924;1.7738920076851001;1.7121033619235768;1.6389108164001642
2026-05-29T09:01:56Z,2,8,14,1,66,0,12255.694879,0.735341332064,6.724029e-05,5.540573536411e-06,3.189191e-03,best_seen,0.13439096696994846;0.264424221916648;0.28276643940842;0.30177841122532534;0.30985627490117607;0.31720050421729595;0.32438417235261946;0.33405228116654445;0.34729247619182363;0.3657570267805072;0.3883122853750832;0.4264663517789551;0.47957596610795894;0.5171735155108265,2.2126006732112424;2.1009766387843256;2.0505801135260473;2.032761984720058;2.008291533263111;1.9883334745419674;1.9636011348180435;1.936637797563082;1.9041343402422453;1.8656087073380627;1.820468712531583;1.773891946153528;1.7120957404343877;1.638890125760559
2026-05-29T09:05:03Z,2,8,14,1,67,0,12443.068655,0.735341332339,4.771754e-05,5.544957993875e-06,3.189191e-03,best_seen,0.13439441043239853;0.2644271453742923;0.2827706410053943;0.30177770878270926;0.30985743720227;0.3172026064569458;0.32438445157138224;0.33405174773259017;0.3472899547422301;0.3657599941282844;0.3883121740816238;0.42647414655141186;0.4795772168299933;0.517174057459277,2.2126016601967953;2.10097730380147;2.050582399781492;2.0327596111869473;2.0082788467003723;1.988328253627302;1.9635913330913117;1.9366312378142818;1.9041319326503565;1.8656065408282891;1.8204756921190943;1.7738919581916297;1.712097231510553;1.638894173699064
2026-05-29T09:08:10Z,2,8,14,1,68,0,12629.429771,0.735341334316,3.820195e-05,5.545232600213e-06,3.189191e-03,best_seen,0.13439194794407855;0.26442038182333616;0.282768892368842;0.30176345406373395;0.3098642734485468;0.31720263032885415;0.3243859674806505;0.33405728462722495;0.34728946472264505;0.36575562216625285;0.38829939716394507;0.4264703999833082;0.47957593074312516;0.5171766894523457,2.212599232728065;2.100974467082466;2.050586890265994;2.0327646462338187;2.008294230924872;1.9883341279317543;1.9636097464526172;1.9366408492168872;1.9041386806856044;1.8656052188052956;1.8204710134041688;1.7738989085099357;1.7120941306005684;1.638887720395047
2026-05-29T09:14:23Z,2,8,14,1,70,0,13002.936207,0.735341335199,4.307515e-05,6.545383922640e-07,9.593272e-04,best_seen,0.13438886764688224;0.2644119213783147;0.28276670502028667;0.3017456230062066;0.30987282482727574;0.31720266018993887;0.3243878637134289;0.33406421066252084;0.34728885176300506;0.36575015333122163;0.3882834146703901;0.4264657134460639;0.47957432199243905;0.5171799817810055,2.212596196236454;2.100970918664581;2.050592507359366;2.0327709445137474;2.008313474867355;1.988341476028957;1.963632779506112;1.9366528720054859;1.904147121722212;1.8656035651025398;1.8204651608556104;1.7739076025800018;1.7120902517093453;1.638879648034212
2026-05-29T09:17:27Z,2,8,14,1,71,0,13187.005293,0.735341337211,2.333018e-05,6.554210192355e-07,9.593272e-04,best_seen,0.1343833315877766;0.26440174152517365;0.2827565629257791;0.30174377597734503;0.30987372472714947;0.3172093939289426;0.32439233405224255;0.334076597039519;0.3472845004187336;0.36574631584921125;0.38825545779437365;0.4264665034922852;0.4795781768927167;0.5171906884890434,2.212590717464657;2.100975355456012;2.0505935204406147;2.032775746351994;2.008334681728852;1.9883472372522843;1.9636546291487278;1.9366660920098024;1.9041560255116794;1.86559663654013;1.820470748089316;1.773912789292389;1.7120907372636252;1.6388766843579095
2026-05-29T09:23:41Z,2,8,14,1,73,0,13560.399675,0.735341337645,2.842576e-05,1.772324993432e-07,3.857215e-04,best_seen,0.13437930036763962;0.2643943288100652;0.2827491777055656;0.3017424310170044;0.3098743800117884;0.3172142972697037;0.3243955892414485;0.3340856164902557;0.34728133187838467;0.36574352149054196;0.3882351002946769;0.4264670787842349;0.47958098393493365;0.5171984848467446,2.212586727959709;2.100978586216851;2.0505942581411074;2.0327792429308174;2.008350124036363;1.9883514324313907;1.9636705395134144;1.9366757184871566;1.904162509029054;1.8655915913338248;1.82047481657352;1.7739165661269605;1.7120910908321392;1.6388745262827586
2026-05-29T09:26:48Z,2,8,14,1,74,0,13747.635391,0.735341338813,2.017818e-05,1.728681719992e-07,3.857215e-04,best_seen,0.13437199263033922;0.26438909413985623;0.28275137126040245;0.3017456140597247;0.30988003271254555;0.3172200875548437;0.32440048462051047;0.3340954872626175;0.3472878819529032;0.365733341668856;0.38822251988111117;0.4264708411960432;0.47958764275181703;0.5172045258117651,2.2125823046306445;2.1009760200407857;2.0505931520786103;2.032782543623048;2.0083566122554335;1.9883664711302063;1.9636813505234763;1.936686157545728;1.9041643161550832;1.865587923928703;1.8204766752807433;1.7739221883188563;1.7120960396877896;1.6388796308551938
2026-05-29T09:32:59Z,2,8,14,1,76,0,14118.682844,0.735341339495,4.138461e-05,1.106238607385e-07,3.857215e-04,best_seen,0.13436068991905176;0.2643809977943494;0.28275476398184207;0.3017505371995976;0.30988877561640565;0.31722904325734363;0.32440805619210716;0.3341107541620152;0.3472980128043763;0.36571759676988874;0.38820306204121285;0.4264766604329241;0.4795979417926357;0.5172138692351421,2.212575463168056;2.1009720509945558;2.05059144135687;2.0327876487287453;2.0083666474364903;1.9883897311440606;1.9636980716671668;1.9367023034004975;1.9041671111958638;1.8655822516365062;1.8204795501009847;1.7739308840353534;1.7121036939704108;1.638887525981429
2026-05-29T09:36:05Z,2,8,14,1,77,0,14304.832077,0.735341340823,2.135396e-05,1.026301410523e-07,3.661637e-04,best_seen,0.13435383520331112;0.2643736612845339;0.2827529072642254;0.3017529363447395;0.30989270954288944;0.3172455174854147;0.32443191126285664;0.33412001304003547;0.34730836373141377;0.36570372899940423;0.3881942798516199;0.42647845263460815;0.4796128086819807;0.5172267416034717,2.2125675933955384;2.1009672847409044;2.0505959045041613;2.0327963565331615;2.0083773726278618;1.9884085068918202;1.9637134829685001;1.9367270157166607;1.9041665622831976;1.8655668522871973;1.820482801844528;1.773948958939884;1.7121154710634814;1.6388963010733768
2026-05-29T09:39:08Z,2,8,14,1,77,0,14304.832077,0.735341340823,2.135396e-05,6.610456683154e-07,3.661637e-04,value_plateau,0.13435383520331112;0.2643736612845339;0.2827529072642254;0.3017529363447395;0.30989270954288944;0.3172455174854147;0.32443191126285664;0.33412001304003547;0.34730836373141377;0.36570372899940423;0.3881942798516199;0.42647845263460815;0.4796128086819807;0.5172267416034717,2.2125675933955384;2.1009672847409044;2.0505959045041613;2.0327963565331615;2.0083773726278618;1.9884085068918202;1.9637134829685001;1.9367270157166607;1.9041665622831976;1.8655668522871973;1.820482801844528;1.773948958939884;1.7121154710634814;1.6388963010733768
