# swarm-d64 chain: k=3, D=6, p=1-15, pop=100, gens=10, burst=20, seed=42
k,D,p,ctilde,evals,wall_seconds,gamma,beta
# p=1 gen  1: best_d64=0.6407188685  pop=100
# p=1 gen  2: best_d64=0.6407188685  pop=100
# p=1 gen  3: best_d64=0.6407188685  pop=100
# p=1 gen  4: best_d64=0.6407188685  pop=100
# p=1 gen  4: best_d64=0.6407188685  pop=-1
3,6,1,0.640718868498,5572,5.1,0.44225821675515053,0.2883436771044954
# p=2 gen  1: best_d64=0.6917989458  pop=100
# p=2 gen  2: best_d64=0.6917989458  pop=100
# p=2 gen  3: best_d64=0.6917989458  pop=100
# p=2 gen  4: best_d64=0.6917989458  pop=100
# p=2 gen  4: best_d64=0.6917989458  pop=-1
3,6,2,0.691798945824,11524,0.8,0.33797609362906633;5.718461684911488,1.2147710732033787;2.9323000683873226
# p=3 gen  1: best_d64=0.7232487546  pop=100
# p=3 gen  2: best_d64=0.7232487546  pop=100
# p=3 gen  3: best_d64=0.7232487546  pop=100
# p=3 gen  4: best_d64=0.7232487546  pop=100
# p=3 gen  4: best_d64=0.7232487546  pop=-1
3,6,3,0.723248754631,16637,1.6,0.2897617588353757;5.796067661634588;5.724470035677665,1.1933200198340024;2.8589022199175265;2.9695427874922378
# p=4 gen  1: best_d64=0.7444820666  pop=100
# p=4 gen  2: best_d64=0.7444820666  pop=100
# p=4 gen  3: best_d64=0.7444820666  pop=100
# p=4 gen  4: best_d64=0.7444820666  pop=100
# p=4 gen  4: best_d64=0.7444820666  pop=-1
3,6,4,0.744482066636,19185,5.8,2.8816488670165574;2.7011327021087657;3.634482588531094;5.725052516651321,0.3826052158197886;1.8759236277615734;1.822078969759328;1.718742964738662
# p=5 gen  1: best_d64=0.7472136196  pop=100
# p=5 gen  2: best_d64=0.7515839406  pop=100
# p=5 gen  3: best_d64=0.7515839406  pop=100
# p=5 gen  4: best_d64=0.7515839406  pop=100
# p=5 gen  5: best_d64=0.7515839406  pop=100
# p=5 gen  5: best_d64=0.7515839406  pop=-1
3,6,5,0.751583940550,25404,35.2,0.3867654024683608;5.633081287488239;3.5765987967490087;0.4956980332902991;0.5586174978857943,0.07619866012839165;1.2520885347414514;2.850462995104328;2.9003067795121353;1.4315249103645133
# p=6 gen  1: best_d64=0.7604161871  pop=100
# p=6 gen  2: best_d64=0.7722408027  pop=100
# p=6 gen  3: best_d64=0.7722408532  pop=100
# p=6 gen  4: best_d64=0.7722408532  pop=100
# p=6 gen  5: best_d64=0.7722408532  pop=100
# p=6 gen  6: best_d64=0.7722408532  pop=100
# p=6 gen  6: best_d64=0.7722408532  pop=-1
3,6,6,0.772240853157,32349,201.1,6.0588329977979125;3.531666035639205;5.861344032019044;2.692928807425507;0.49385161561160246;0.5587976040715459,1.1847014319234226;1.255365347165606;2.856111163659318;1.3120922949137803;2.9260119045009385;1.4536960849122054
# p=7 gen  1: best_d64=0.7548559381  pop=100
# p=7 gen  2: best_d64=0.7649607662  pop=100
# p=7 gen  3: best_d64=0.7663746136  pop=100
# p=7 gen  4: best_d64=0.7663793768  pop=100
# p=7 gen  5: best_d64=0.7756699955  pop=100
# p=7 gen  6: best_d64=0.7756704741  pop=100
# p=7 gen  7: best_d64=0.7756704741  pop=100
# p=7 gen  8: best_d64=0.7756704742  pop=100
# p=7 gen  9: best_d64=0.7756704742  pop=100
# p=7 gen  9: best_d64=0.7756704742  pop=-1
3,6,7,0.775670474184,51017,1443.8,2.923428225025433;2.7599872385572373;5.871600243162262;2.706258869827958;3.5875124223094192;0.5813077454635771;4.053792051026794,0.3864583499140311;0.3164737044851079;0.28859397167109785;1.8411876669405127;0.23050618707186465;1.6951298963709398;1.5098920302529646
