# MaxCut k=2 D=5 p=14 optimization progress -- 2026-05-27T13:35:42.407
wall_seconds,evaluations,ctilde,grad_norm,rss_gb
8009.6,43,0.801231496484,2.362e-03,56.39
8207.5,44,0.801236655420,2.147e-03,56.39
8392.8,45,0.801227166017,5.762e-03,56.39
8579.8,46,0.801238861442,2.401e-03,56.39
8774.2,47,0.801244105195,1.144e-03,56.39
8963.6,48,0.801221301071,7.375e-03,56.39
9159.5,49,0.801245184465,1.937e-03,56.39
9343.5,50,0.801248454333,9.473e-04,56.39
9527.5,51,0.801212672239,7.180e-03,56.39
9714.8,52,0.801248525927,1.112e-03,56.39
9897.9,53,0.801249668039,7.074e-04,56.39
10081.4,54,0.801239064251,3.616e-03,56.39
10273.3,55,0.801249717273,7.234e-04,56.39
10460.1,56,0.801250261089,6.697e-04,56.39
10657.8,57,0.801249965143,1.103e-03,56.39
10859.9,58,0.801250618793,5.767e-04,56.39
11053.0,59,0.801251204948,5.759e-04,56.39
11249.6,60,0.801244251783,3.235e-03,56.39
11440.4,61,0.801251212582,5.757e-04,56.39
11634.3,62,0.801251696779,5.066e-04,56.39
11816.7,63,0.801252122220,9.567e-04,56.39
12003.3,64,0.801252248282,7.523e-04,56.39
12194.7,65,0.801252762893,6.348e-04,56.39
12380.0,66,0.801252784341,4.558e-04,56.39
12566.1,67,0.801253026525,3.082e-04,56.39
12749.4,68,0.801252822539,9.566e-04,56.39
12943.4,69,0.801253170330,4.283e-04,56.39
13127.3,70,0.801253400415,2.198e-04,56.39
13312.9,71,0.801252260530,1.544e-03,56.39
13503.5,72,0.801253439262,3.773e-04,56.39
13699.4,73,0.801253631295,1.919e-04,56.39
13885.3,74,0.801252640001,1.207e-03,56.39
14083.6,75,0.801253662046,3.339e-04,56.39
14269.3,76,0.801253800979,2.036e-04,56.39
14460.9,77,0.801253703850,4.397e-04,56.39
14656.7,78,0.801253887461,1.728e-04,56.39
14841.9,79,0.801253928919,1.664e-04,56.39
15034.2,80,0.801253928933,1.638e-04,56.39
15227.4,81,0.801253961758,1.093e-04,56.39
15414.4,82,0.801253919370,2.716e-04,56.39
15601.1,83,0.801253978519,1.196e-04,56.39
15784.6,84,0.801253996648,6.236e-05,56.39
15971.4,85,0.801253997086,6.525e-05,56.39
16160.8,86,0.801254002002,3.802e-05,56.39
16341.9,87,0.801253985617,1.756e-04,56.39
16529.5,88,0.801254003347,4.566e-05,56.39
16711.5,89,0.801254007167,3.888e-05,56.39
16892.2,90,0.801253987550,1.675e-04,56.39
17082.6,91,0.801254007784,4.583e-05,56.39
17270.7,92,0.801254010411,2.720e-05,56.39
17456.0,93,0.801254004141,1.268e-04,56.39
17639.5,94,0.801254011363,4.208e-05,56.39
17822.0,95,0.801254013751,2.404e-05,56.39
18011.8,96,0.801253999660,1.573e-04,56.39
18202.1,97,0.801254014058,2.856e-05,56.39
18384.7,98,0.801254015383,2.110e-05,56.39
18563.6,99,0.801254010989,1.053e-04,56.39
18752.6,100,0.801254015747,3.578e-05,56.39
18944.3,101,0.801254017078,1.883e-05,56.39
19126.2,102,0.801254013152,6.500e-05,56.39
19307.4,103,0.801254017486,1.422e-05,56.39
19489.9,104,0.801254017771,9.771e-06,56.39
19671.9,105,0.801254013377,7.999e-05,56.39
19865.6,106,0.801254017771,9.973e-06,56.39
20056.5,107,0.801254017945,8.489e-06,56.39
20248.6,108,0.801254017647,2.097e-05,56.39
20430.9,109,0.801254018023,8.384e-06,56.39
20612.3,110,0.801254018121,6.520e-06,56.39
20792.9,111,0.801254016958,4.288e-05,56.39
20983.9,112,0.801254018123,7.703e-06,56.39
21163.3,113,0.801254018201,5.478e-06,56.39
21353.6,114,0.801254018250,1.209e-05,56.39
21536.9,115,0.801254018282,8.429e-06,56.39
21719.1,116,0.801254018355,3.439e-06,56.39
21912.2,117,0.801254018356,3.002e-06,56.39
22105.5,118,0.801254018370,2.259e-06,56.39
22289.1,119,0.801254018218,1.772e-05,56.39
22473.0,120,0.801254018370,2.943e-06,56.39
