# swarm-d64 chain: k=5, D=6, p=1-15, pop=100, gens=10, burst=20, seed=42
k,D,p,ctilde,evals,wall_seconds,gamma,beta
# p=1 gen  1: best_d64=0.6586250246  pop=100
# p=1 gen  2: best_d64=0.6586250246  pop=100
# p=1 gen  3: best_d64=0.6586250246  pop=100
# p=1 gen  4: best_d64=0.6586250246  pop=100
# p=1 gen  4: best_d64=0.6586250246  pop=-1
5,6,1,0.658625024633,5777,5.2,3.616761407735487,1.3711656697845072
# p=2 gen  1: best_d64=0.7175965641  pop=100
# p=2 gen  2: best_d64=0.7175965641  pop=100
# p=2 gen  3: best_d64=0.7175965641  pop=100
# p=2 gen  4: best_d64=0.7175965641  pop=100
# p=2 gen  4: best_d64=0.7175965641  pop=-1
5,6,2,0.717596564136,11787,0.9,2.7680356411835914;5.71485098369384,0.22820032010052763;1.7193187821200497
# p=3 gen  1: best_d64=0.7536761309  pop=100
# p=3 gen  2: best_d64=0.7536761309  pop=100
# p=3 gen  3: best_d64=0.7536761309  pop=100
# p=3 gen  4: best_d64=0.7536761309  pop=100
# p=3 gen  4: best_d64=0.7536761309  pop=-1
5,6,3,0.753676130933,16976,1.8,5.957034359469931;2.6436855582308607;0.5536010346317756,0.23159578762384628;1.758655035347591;0.12606597791947752
# p=4 gen  1: best_d64=0.7781295890  pop=100
# p=4 gen  2: best_d64=0.7781295890  pop=100
# p=4 gen  3: best_d64=0.7781295890  pop=100
# p=4 gen  4: best_d64=0.7781295890  pop=100
# p=4 gen  4: best_d64=0.7781295890  pop=-1
5,6,4,0.778129589000,18962,6.4,5.984807785169979;2.686576307215944;0.49251589174563815;0.5443526304435771,0.22861346964963988;1.7633891644449895;0.17430650663203096;0.1112612648095106
# p=5 gen  1: best_d64=0.7960918814  pop=100
# p=5 gen  2: best_d64=0.7960918814  pop=100
# p=5 gen  3: best_d64=0.7960918814  pop=100
# p=5 gen  4: best_d64=0.7960918814  pop=100
# p=5 gen  4: best_d64=0.7960918814  pop=-1
5,6,5,0.796091881392,20217,30.1,6.003570779652686;2.711778961356962;0.45345989174544116;0.48373225938269837;0.5373415370130854,0.22555584935613254;1.7621554611965133;0.18109863459727293;0.16572418177215947;0.10023396640142523
# p=6 gen  1: best_d64=0.8099116581  pop=100
# p=6 gen  2: best_d64=0.8099116587  pop=100
# p=6 gen  3: best_d64=0.8099116587  pop=100
# p=6 gen  4: best_d64=0.8099116587  pop=100
# p=6 gen  5: best_d64=0.8099116587  pop=100
# p=6 gen  5: best_d64=0.8099116587  pop=-1
5,6,6,0.809911658734,26659,187.4,6.01695890877292;2.7299335231712725;0.43094555126102413;0.4450148749559746;0.474827078306739;0.5325264433526232,0.22263498046800834;1.7592480755956272;0.18175291758857384;0.1750004189436678;0.15861374899941252;0.09143410568935327
# p=7 gen  1: best_d64=0.8208842568  pop=100
# p=7 gen  2: best_d64=0.8208842698  pop=100
# p=7 gen  3: best_d64=0.8208842698  pop=100
# p=7 gen  4: best_d64=0.8208842698  pop=100
# p=7 gen  5: best_d64=0.8208842698  pop=100
# p=7 gen  5: best_d64=0.8208842698  pop=-1
5,6,7,0.820884269847,26881,747.8,6.0272073392194185;2.743891073225384;0.41512602231854034;0.42305219276072037;0.4352728278319891;0.46795587286662055;0.5294489898580143,0.21987824722329116;1.756192610728686;0.17981307055744294;0.1778004732422053;0.17049864775290116;0.15220260362337779;0.0842423071867581
# p=8 gen  1: best_d64=0.8298102790  pop=100
