timestamp_utc,k,D,p,start_index,evaluations,iterations,elapsed_seconds,value,gradient_norm,plateau_value_range,plateau_gradient_max,reason,gamma,beta
2026-05-30T16:40:20Z,2,9,14,1,23,0,4232.014960,0.721331342663,5.522224e-03,Inf,Inf,best_seen,6.151747841700422;2.88455373486137;2.8668906737913504;2.847469252792978;2.8394881116058883;2.8303013318324646;2.8201283033311464;2.8056702162833007;2.786796763203174;2.768528646809007;2.7314173922372804;2.6815375983914422;2.6432081093307;2.639099977988535,2.5025627181838987;0.5252852371670539;2.670396345761646;0.44818801609990183;2.7238477761843383;0.38996622570582123;2.785041875485741;0.3204654141986026;2.86103236302664;0.2395156201387272;2.9403447794655837;0.15573150264955357;3.0363556292894764;0.053811061758044065
2026-05-30T16:46:25Z,2,9,14,1,25,0,4597.670593,0.721342868594,8.727218e-03,Inf,Inf,best_seen,6.151926663874517;2.88483483772384;2.866820533992132;2.846247810679156;2.8397652255453307;2.8299213333352;2.820491405464331;2.8061904354086473;2.788423932491176;2.7712624359755327;2.7337952575066664;2.6830606118881453;2.6424924403304657;2.6371125699848204,2.5026821135200934;0.5252354668490223;2.6713114706270713;0.4476951220973169;2.723780278824359;0.3902199077173806;2.7839919732779794;0.3219475000493855;2.859183350440481;0.24180624482818913;2.938405698896299;0.1581848553858912;3.0348548635373;0.05438157698459456
2026-05-30T16:49:30Z,2,9,14,1,26,0,4782.499458,0.721438551266,7.113882e-03,Inf,Inf,best_seen,6.151929189682914;2.8839802396914886;2.8660090644235523;2.8472296460684574;2.840197527898851;2.831494418855331;2.8226361517920218;2.8088952753771284;2.793394444864071;2.77529725946359;2.7385469439263685;2.6866945757128966;2.642169139984545;2.633031592501565,2.5033565006028904;0.5241909515235412;2.6717232380454514;0.4478192846226391;2.723085930649859;0.3922213878048315;2.7810694578839663;0.32612579101415495;2.8556148539746156;0.24490290518300248;2.9343359690517095;0.16184382823271382;3.032842834064181;0.05503922576410236
2026-05-30T16:55:44Z,2,9,14,1,28,0,5155.889607,0.721496645459,7.902551e-03,Inf,Inf,best_seen,6.151932721814723;2.8827851558134605;2.864874292095267;2.848602660749292;2.8408020665867117;2.8336942473977564;2.8256354001657042;2.812677767866705;2.800345290732554;2.780939622678489;2.745191779999773;2.691776370212642;2.6417170314884517;2.6273246867842497,2.504299574539046;0.5227302841938954;2.6722990603438586;0.4479929155305637;2.722114942796307;0.395020290322925;2.7769825645160244;0.33196878149702036;2.850624610101223;0.24923332571484297;2.9286447922164265;0.1669605957583156;3.030029179112478;0.05595889258293685
2026-05-30T16:58:50Z,2,9,14,1,29,0,5341.936159,0.721627818158,5.141431e-03,Inf,Inf,best_seen,6.148870519052008;2.882603825489064;2.8678009200717156;2.8522945887316555;2.845080215072908;2.8385450599899578;2.8298611866034986;2.818083454402631;2.8060831773961716;2.7883073856796763;2.7540857163997914;2.698388163736516;2.643489517334945;2.620663681509346,2.5061656978674334;0.5233280097002537;2.6709974667144976;0.4497663631654418;2.7186059387487225;0.3986173629583346;2.7712917644041917;0.3367226500393867;2.8450519774991188;0.2564891128838743;2.9220095501384313;0.17273814398601364;3.0276379224914103;0.05654704203697092
2026-05-30T17:04:57Z,2,9,14,1,31,0,5709.607679,0.721641015926,5.418523e-03,Inf,Inf,best_seen,6.147806447668202;2.8825408158113386;2.868817881168708;2.853577480565253;2.846566810093742;2.8402306475449084;2.831329586566193;2.8199618526663714;2.808077010422717;2.7908675772736773;2.757176231282699;2.7006856668183015;2.644105430654082;2.6183490780524137,2.5068141488637448;0.5235357107102688;2.670545181662962;0.4503826106921991;2.7173866103495197;0.399867293924179;2.7693142932766452;0.33837455093239727;2.8431155678803424;0.25901039448794066;2.9197038990215987;0.1747457588352025;3.0268069952344705;0.056751415506637315
2026-05-30T17:08:01Z,2,9,14,1,32,0,5893.165246,0.721695719056,3.989851e-03,Inf,Inf,best_seen,6.149441617438702;2.885184543777893;2.8719523370713467;2.856134405585932;2.849355168555124;2.840816208145649;2.8333057010924416;2.821181159113131;2.80990438622663;2.79136556228272;2.758103343330143;2.7033094775261226;2.649465244572339;2.6184950148259447,2.505238089079283;0.524758828339389;2.668812513882268;0.45235076284526493;2.71654352089977;0.4011881175254966;2.7681655840518906;0.33908753807764996;2.839939011695714;0.2595996178849271;2.9182258713762246;0.17492652453341317;3.026790378957229;0.0558390947102958
2026-05-30T17:14:08Z,2,9,14,1,34,0,6260.172724,0.721699483097,4.450350e-03,Inf,Inf,best_seen,6.150002777624608;2.8860918225840204;2.8730280246780833;2.857011895217795;2.8503120818865644;2.841017161772299;2.833983867246761;2.8215996026562316;2.8105315079875277;2.791536461577272;2.758421511130383;2.704209921095435;2.6513046341140547;2.6185450976420794,2.504697214353244;0.5251785798101682;2.668217894172763;0.4530261964595779;2.7162541881094437;0.40164139988860975;2.7677713681767298;0.33933222215033537;2.8388488760466433;0.25980182851587064;2.9177186394769965;0.17498855999581178;3.02678467655654;0.055526002995345713
2026-05-30T17:17:11Z,2,9,14,1,35,0,6443.580077,0.721750952473,2.731496e-03,Inf,Inf,best_seen,6.153197052406153;2.8900016963159603;2.8752107850441906;2.8579121625542725;2.850862696940479;2.8432355399351192;2.834453543211355;2.824121274038291;2.8110392622238987;2.792842909678949;2.7613451466499956;2.7076121928627783;2.657126341698468;2.6187112110840114,2.5020079426646755;0.5258352140315872;2.667260691307717;0.45325248500999726;2.7151524957565;0.403559398715104;2.7666487693612387;0.34133857518671284;2.836637933483363;0.26324797372802844;2.915085486201584;0.17758510901659594;3.024765947003856;0.05606496250167137
2026-05-30T17:23:19Z,2,9,14,1,37,0,6811.700232,0.721756963747,4.614764e-03,Inf,Inf,best_seen,6.154770992931228;2.8919282396271933;2.876286313992606;2.8583557584692105;2.851134005893634;2.84432861912498;2.834684970400587;2.8253637973184036;2.8112894520241065;2.7934866462863996;2.762785732930003;2.7092886214038914;2.659994918173224;2.6187930614869654,2.50068283634695;0.5261587626558989;2.666789041095056;0.45336398597476185;2.7146096500844616;0.4045044695955139;2.7660956222809343;0.34232718154262404;2.8355485180958504;0.2649460203820127;2.9137880315577784;0.17886452735366826;3.0237712422682166;0.056330528323773166
2026-05-30T17:26:33Z,2,9,14,1,38,0,7005.338606,0.721779428862,3.459797e-03,Inf,Inf,best_seen,6.157048273176963;2.893054161500827;2.8762744086464433;2.858513258141964;2.8516752841115447;2.8435340970303495;2.835321393106756;2.8263648520853755;2.81278308862818;2.795521507101447;2.76526484980607;2.7127431708323058;2.66293960913571;2.619088230599677,2.4998981383582297;0.5260569834891448;2.667153003952344;0.4540188243049933;2.714610870722354;0.4052391860627138;2.764812534194516;0.34455414021193825;2.832811374627155;0.26830050904928604;2.911461810347247;0.182173436956885;3.0209337299311483;0.05801043589422328
2026-05-30T17:32:39Z,2,9,14,1,40,0,7370.953420,0.721780791471,3.601104e-03,Inf,Inf,best_seen,6.157737811838191;2.8933950798673074;2.876270803821578;2.8585609475353526;2.851839177975038;2.8432935233449306;2.8355140958106104;2.8266679618871344;2.813235347495424;2.796137643479401;2.7660155026670665;2.713789175333718;2.6638312333737924;2.6191776049817705,2.4996605393180484;0.5260261657316395;2.6672632084218297;0.454217103083547;2.7146112403198246;0.40546165117658123;2.7644240274031344;0.3452284419814836;2.8319825937836343;0.2693162161099648;2.910757452830321;0.18317534311323133;3.0200745583549726;0.058519095827178624
2026-05-30T17:35:41Z,2,9,14,1,41,0,7553.155589,0.721801830394,3.425089e-03,Inf,Inf,best_seen,6.158165260975914;2.8937472961237183;2.876315968391884;2.858135564737148;2.851375177507079;2.843268519877145;2.835786182363478;2.826322511557833;2.8133167252482485;2.7948565688035067;2.7653549566695834;2.7158514764880066;2.666670879041561;2.6224747595201023,2.4998070806030146;0.5265192351474418;2.667379654468837;0.45448476981100483;2.7143473501944326;0.4060457243926622;2.76444955885721;0.3459583962440698;2.8311676962868457;0.2698736358518343;2.911075772997072;0.18395262544489652;3.018654869658751;0.05976059434284364
2026-05-30T17:41:50Z,2,9,14,1,43,0,7921.865841,0.721812570951,4.130657e-03,Inf,Inf,best_seen,6.158747064227066;2.8942266995076626;2.876377442124129;2.8575565739914937;2.8507436240496715;2.843234487526711;2.836156520789931;2.8258523173125725;2.813427488932127;2.7931128913793937;2.7644558840666567;2.718658485347148;2.6705359355730347;2.626962533761904,2.500006538710418;0.5271903545013975;2.667538149790862;0.4548490923900369;2.7139881679681728;0.4068407094939005;2.7644843098525387;0.34695194079869807;2.8300585350530363;0.2706323427702851;2.911509040236561;0.18501058848123608;3.0167225239684865;0.06145040444881911
2026-05-30T17:44:53Z,2,9,14,1,44,0,8105.351223,0.721852160561,2.795359e-03,Inf,Inf,best_seen,6.158459835970771;2.8939847842507107;2.876523055960922;2.8580654791639204;2.8506361856179776;2.8432590816592365;2.8364332345886067;2.8261692977148245;2.813428736483561;2.7929347961302398;2.7666736449671285;2.724628175185511;2.6755511596465116;2.632691203406843,2.50097260243529;0.5276864254699715;2.6671776415129465;0.45578534979317187;2.7126965358025514;0.40762601609713905;2.763077273792868;0.34898232654648514;2.827393748861091;0.27484863836821444;2.9085917293080485;0.18734292487333362;3.0130682022359965;0.06331636761295911
2026-05-30T17:51:00Z,2,9,14,1,46,0,8472.217270,0.721874045220,3.196008e-03,Inf,Inf,best_seen,6.158077391246777;2.893662673832785;2.876716940937074;2.8587430869338477;2.8504931312336854;2.8432918287724456;2.836801679301272;2.8265913574523127;2.8134303975996007;2.792697662119519;2.7696265959281807;2.7325768234557675;2.6822289357514624;2.6403189330371983,2.5022589172964604;0.5283469444840315;2.666697624363437;0.4570319775057406;2.710976726221642;0.4086716526615949;2.7612038038062003;0.3516857872955491;2.8238455832563916;0.28046264037146734;2.9047073267522068;0.19044843322144986;3.008202469022982;0.06580089951974077
2026-05-30T17:54:09Z,2,9,14,1,47,0,8661.549450,0.721878812949,4.864515e-03,Inf,Inf,best_seen,6.155431398805188;2.8933859144509415;2.8751744639073515;2.859953767724747;2.8508030850500776;2.844790676740594;2.836466970255378;2.8281627491989707;2.8142407613909963;2.794516191728859;2.771007699999234;2.737794645502807;2.6884585216766506;2.6482460328338284,2.502930798149715;0.5277823153249512;2.6655725679125806;0.4580172969257052;2.7082306066285198;0.40915117694301234;2.7590225759891096;0.3540545061233549;2.818500862928299;0.28436167940266754;2.9045342277259767;0.19185800130495975;3.00768883775915;0.06646950952519282
2026-05-30T17:57:13Z,2,9,14,1,48,0,8845.673236,0.721888213370,2.420960e-03,Inf,Inf,best_seen,6.156622954832328;2.8935105460652726;2.875869079573142;2.8594085681351094;2.8506635051585207;2.844115708323397;2.8366176980408033;2.827455112518949;2.813875834475622;2.793697262739311;2.7703857545793964;2.73544493081316;2.6856531846170753;2.6446762631731318,2.5026282335362895;0.5280365818402393;2.666079208738087;0.4575735831512199;2.7094672523955303;0.4089352352650611;2.760004836977905;0.3529878132819431;2.8209077230614645;0.28260584541589634;2.9046121785110035;0.19122323783429687;3.0079201386572656;0.0661684178556623
2026-05-30T18:00:15Z,2,9,14,1,49,0,9027.350675,0.721895697365,1.354286e-03,Inf,Inf,best_seen,6.156115882417886;2.8923732656763517;2.8759768994781947;2.8591202173646693;2.8506667748731127;2.8442692760148955;2.837371085465591;2.828109420302371;2.8139517137544026;2.7941221897516817;2.771118100095713;2.7361153229400896;2.6868332308324456;2.6469440212824646,2.5029145332777456;0.5276651605809644;2.665492709342361;0.45740143621068485;2.7088684412569117;0.40922585969872033;2.7587938640619085;0.35341269641523615;2.81974291871681;0.28308888783797426;2.9044420754078653;0.19104378167779615;3.00857941698007;0.06573103451699058
2026-05-30T18:06:19Z,2,9,14,1,51,0,9391.076794,0.721895827137,1.675735e-03,Inf,Inf,best_seen,6.156040602774744;2.892204425764355;2.8759929063516605;2.859077408995528;2.850667260292829;2.84429207457519;2.8374829328760804;2.8282065584132963;2.8139629787431217;2.794185274141488;2.7712268236380613;2.7362148489222635;2.6870084197314155;2.6472806911866855,2.502957037152448;0.5276100196207045;2.6654056380208773;0.45737587938707863;2.70877954214203;0.409269005614434;2.758614083804938;0.353475774290783;2.8195699926161217;0.2831606000039704;2.904416822011039;0.19101713973270848;3.0086772930140615;0.06566610086902669
2026-05-30T18:09:26Z,2,9,14,1,52,0,9578.027304,0.721900115651,9.812705e-04,Inf,Inf,best_seen,6.155729285689919;2.8922745403019574;2.875625099717919;2.858571933472569;2.8505386784834315;2.8438804596215927;2.837426040939491;2.8278925010547433;2.8136463504396962;2.7938363744511165;2.7713370903152867;2.7355648099310947;2.687225687173557;2.6489469757874082,2.5026247917783517;0.5273816101306991;2.6653276204652383;0.45726223716252884;2.7089513446548223;0.4092195790757404;2.7587140682712956;0.35344071828700646;2.8195998964777393;0.28261569379282164;2.904492072292877;0.19039409995840223;3.009413222257245;0.0651246068372533
2026-05-30T18:15:43Z,2,9,14,1,54,0,9954.785684,0.721901260516,1.102851e-03,Inf,Inf,best_seen,6.155461127181443;2.892334934706063;2.875308282931693;2.858136533139871;2.8504279222547955;2.843525907759832;2.837377036057961;2.8276219821627504;2.8133736170186077;2.7935358434968642;2.771432070479051;2.7350048872836736;2.687412834349426;2.650382259666788,2.502338606315657;0.5271848655537161;2.6652604186559747;0.45716434941103523;2.7090993298051025;0.4091770046474766;2.758800191669837;0.35341052217460517;2.8196256547008502;0.2821463291354896;2.9045568904616297;0.18985743356666662;3.0100471280009864;0.0646581813213194
2026-05-30T18:18:44Z,2,9,14,1,55,0,10136.677328,0.721903456063,7.702914e-04,Inf,Inf,best_seen,6.155869356578489;2.8922587938276836;2.8755493216294687;2.8580388174356113;2.850483743878619;2.8435050227363345;2.8369598834403105;2.827270979671671;2.8132864751886273;2.7936312682456035;2.7717169995129494;2.734737662380654;2.6879558129961403;2.651972602438159,2.5019340206309626;0.5270605892030568;2.6649338165400134;0.45730132514249344;2.7092485166792972;0.4094034805070607;2.7592328520295326;0.35386759252566935;2.8195459886741805;0.28195786768344505;2.904479815390812;0.19007512172062507;3.0104216324547846;0.06443384487235493
2026-05-30T18:24:50Z,2,9,14,1,57,0,10502.605907,0.721903461387,7.749172e-04,Inf,Inf,best_seen,6.155890639383434;2.8922548242667587;2.875561888043416;2.8580337230835418;2.8504866541068874;2.8435039339076402;2.8369381354283902;2.827252680358573;2.813281932099415;2.793636243160024;2.77173185412434;2.7347237307639496;2.687984120875755;2.6520555140443336,2.501912927788868;0.5270541101269556;2.6649167893264454;0.4573084662935123;2.7092562944512233;0.40941528769581015;2.7592554085286696;0.3538914216256745;2.819541835331676;0.28194804235398;2.9044757971263016;0.19008647076739332;3.0104411570291987;0.0644221492205479
2026-05-30T18:27:55Z,2,9,14,1,58,0,10686.928571,0.721904516158,6.269901e-04,Inf,Inf,best_seen,6.155866832281972;2.8923870740162525;2.875745055360029;2.858139183901704;2.8506443158137085;2.8436287068983086;2.837102388534856;2.8273784641945507;2.813330432158056;2.7941181106927524;2.7720839269071416;2.7348675100887228;2.688112419533664;2.6524751690258004,2.5018286466091926;0.5271336918056068;2.6648507704008577;0.4575240811657361;2.709345341697152;0.40976816549672446;2.759061595859378;0.354297077252343;2.819493893122638;0.2820565961035951;2.9041933287766053;0.19056184838536822;3.010342197017245;0.06444280623153276
2026-05-30T18:34:01Z,2,9,14,1,60,0,11052.843887,0.721905050977,8.441228e-04,Inf,Inf,best_seen,6.155833900024991;2.8925700145032702;2.875998429889925;2.8582850673798177;2.8508624085476475;2.843801304818281;2.837329599122445;2.8275524604123192;2.8133975220722696;2.794784675895732;2.7725709476130245;2.735066399385661;2.688289894493363;2.6530556758848514,2.5017120608302763;0.5272437767857738;2.6647594467163467;0.4578223402541945;2.709468520354201;0.41025629978056294;2.75879349566073;0.35485821886651037;2.8194275748792865;0.2822067580199556;2.903802591571746;0.1912194361182939;3.0102053060752856;0.06447138098244443
2026-05-30T18:37:05Z,2,9,14,1,61,0,11237.359766,0.721905934284,4.812209e-04,1.315578000251e-04,1.561005e-02,best_seen,6.1557451125148335;2.8924249884054056;2.87600647182405;2.8581129164248615;2.851061390308887;2.8439412592275817;2.8371674863002836;2.8274459433246673;2.8133834061009946;2.795386754883106;2.7726403676538047;2.7346911721733917;2.6876272826187892;2.653530130887252,2.501727692908337;0.5272790132497372;2.664854342537963;0.45793125213892244;2.709501150911879;0.4103276874194118;2.7586039221384255;0.3550942998259887;2.8196956259283703;0.2818054358340134;2.9036255753463753;0.19130328809867997;3.0098506814126;0.06453853111107755
2026-05-30T18:43:15Z,2,9,14,1,63,0,11607.212182,0.721905965240,6.443561e-04,1.056907247019e-04,1.561005e-02,best_seen,6.155725058815861;2.8923922325627807;2.8760082881890523;2.8580740341155995;2.8511063326699677;2.843972869569949;2.837130871220871;2.8274218851929835;2.8133802178435676;2.7955227414734396;2.7726560469830033;2.73460642271316;2.6874776239669713;2.653637292105957,2.501731223596237;0.5272869718177828;2.664875775870614;0.4579558511635714;2.7095085209054717;0.41034381115367696;2.75856110473829;0.35514762147546586;2.8197561683969914;0.2817147925183751;2.9035855941588125;0.19132222705045307;3.0097705852794703;0.06455369775403463
2026-05-30T18:46:20Z,2,9,14,1,64,0,11792.465700,0.721906315983,3.203007e-04,1.057216811678e-04,1.561005e-02,best_seen,6.155825409461339;2.8924195963865995;2.8759796834310585;2.8582728087834677;2.8509602595804386;2.8440253133092788;2.8370977863400477;2.827263260827814;2.8135032722140285;2.795790648202313;2.772770067809142;2.7344498634939027;2.6872079806568934;2.6538511798131044,2.5016205580492556;0.527264611155569;2.664808001159272;0.4579681293149459;2.7095783535799205;0.4103552894834926;2.7582819789341184;0.355189908680127;2.8198660718815876;0.2815419917366583;2.9033905690532857;0.19147101064935015;3.0094733706242756;0.06478713971388039
2026-05-30T18:52:28Z,2,9,14,1,66,0,12160.381130,0.721906316503,3.150567e-04,9.658093080656e-05,1.561005e-02,best_seen,6.15582942155918;2.892420690413828;2.875978539790305;2.8582807559512435;2.8509544194632723;2.844027410051282;2.8370964635804548;2.8272569189007624;2.8135081920246767;2.795801359324336;2.7727746264515734;2.7344436041330114;2.687197200104986;2.6538597312120937,2.5016161335535276;0.5272637171586825;2.6648052914729337;0.4579686202051081;2.7095811455452448;0.4103557483961589;2.758270819264629;0.35519159935587463;2.8198704659094616;0.28153508302530783;2.903382771795966;0.19147695913481563;3.009461487748275;0.06479647290729318
