timestamp_utc,k,D,p,start_index,evaluations,iterations,elapsed_seconds,value,gradient_norm,plateau_value_range,plateau_gradient_max,reason,gamma,beta
2026-05-30T15:32:55Z,2,9,14,1,1,0,186.856891,0.714008527641,1.475983e-01,Inf,Inf,best_seen,6.149126466740683;2.8832136680871003;2.863440568158152;2.8470375041656357;2.8383627187151337;2.8285692094968433;2.8222612775192952;2.8060044369681663;2.7801307739676724;2.7445715589550534;2.6966270586895855;2.6730223936736923;2.6560509639734695;2.6560509639734695,2.501773627439218;0.5277263324235634;2.6659178367724463;0.4504347964744893;2.722910585035493;0.38591174197836275;2.7943547226111503;0.3105468553067793;2.8718903252593018;0.22476017963210027;2.972958126397238;0.11016071462813497;3.0876005342551145;3.0876005342551145
2026-05-30T15:39:03Z,2,9,14,1,3,0,555.305137,0.719293848311,4.880425e-02,Inf,Inf,best_seen,6.151003413554564;2.880467442798885;2.864824046989973;2.8452352665388063;2.837149273015983;2.828084902674859;2.8186980641105404;2.8060635507838714;2.784356002586071;2.745539693212556;2.700399659053225;2.671805487563162;2.654926939826283;2.6567451078604893,2.5027293043150998;0.5275842292701565;2.666409475617821;0.4493107964623163;2.7234451355751963;0.38458908148235516;2.7955624329764417;0.31499176358214326;2.8698184110116207;0.2266358568849453;2.9707858119169384;0.11223019611581922;3.1085469794035503;0.00967535001492248
2026-05-30T15:42:08Z,2,9,14,1,4,0,740.691172,0.720164741028,2.779258e-02,Inf,Inf,best_seen,6.149064471366073;2.882642022847839;2.861953533282937;2.845480237725521;2.8364800349355193;2.8288670509426055;2.822989907182465;2.8062548188596037;2.78211629652574;2.747762294837802;2.702936912332299;2.670484032816183;2.6545170579423227;2.6567973509390996,2.5026476185584636;0.5272647974158363;2.6681887953974694;0.44979696675667435;2.7242052326089325;0.3871273830420623;2.791945981200623;0.31224322718761366;2.869488492544631;0.22834198454191965;2.969051393179629;0.1052167721403738;3.093428878540389;0.023580595673602822
2026-05-30T15:48:16Z,2,9,14,1,6,0,1108.008799,0.720232640670,2.005266e-02,Inf,Inf,best_seen,6.1483566738808255;2.88343583831034;2.860905672034021;2.8455696627692086;2.8362357341857622;2.8291525687782;2.824556614922085;2.8063246399526793;2.78129870726155;2.7485736402458256;2.7038631191583837;2.670001644866541;2.6543674333849547;2.6568164219149555,2.502617799735875;0.5271481910185246;2.668838323822279;0.44997443987257807;2.7244827007935;0.3880539725357691;2.7906258203997303;0.31123989291611925;2.869368058081624;0.22896479468669118;2.968418255570927;0.10265657004550974;3.087910119994529;0.028656609784484033
2026-05-30T15:51:18Z,2,9,14,1,7,0,1290.374260,0.720581923705,2.247830e-02,Inf,Inf,best_seen,6.150442168826068;2.8796240202672667;2.863859126442594;2.845370899918252;2.838071856650096;2.8311490833657524;2.822351580600509;2.807479388460387;2.782422804532179;2.749623312909187;2.7051507776623747;2.6694239898592436;2.6539245730558725;2.6564751563594036,2.5036962188333067;0.526864927166799;2.66788588739903;0.4497360248939356;2.7225283268241776;0.3873549488121389;2.790241936516938;0.3128598412819213;2.8684965445391466;0.2279992506839783;2.9701647085002088;0.105859509285968;3.074764154583849;0.0357873415075427
2026-05-30T15:57:23Z,2,9,14,1,9,0,1655.272582,0.720599431277,2.368240e-02,Inf,Inf,best_seen,6.15102573990335;2.8785573829364623;2.864685573217182;2.8453152813461133;2.8385856473773172;2.8317077556230625;2.821734559563166;2.807802514551951;2.7827373536787436;2.749917036280874;2.705511095131405;2.6692623482519715;2.6538006502048876;2.656379662141905,2.503997986140816;0.526785663205271;2.667619373039537;0.44966931071357086;2.7219814465139227;0.38715934535197455;2.790134516678044;0.31331314135590577;2.868252674325982;0.2277290685120618;2.970653407559244;0.10675576784909113;3.071085600860127;0.037782689807440484
2026-05-30T16:00:25Z,2,9,14,1,10,0,1837.250280,0.720806825873,1.452817e-02,Inf,Inf,best_seen,6.149171201738684;2.8803167822647686;2.8641579077711;2.846955637925855;2.839117966851889;2.832235842211433;2.821610889196451;2.8081888324422457;2.7835607723322284;2.7503480916695513;2.7065971160604216;2.6694249616592582;2.6532406177012455;2.655704303073968,2.5039728847716716;0.526901705954562;2.6678659297813088;0.4504852889572594;2.7220594528565827;0.38753256203521586;2.7894227560444147;0.31432821694678387;2.867953318522005;0.22627041531349548;2.9717160807743435;0.11465372621345211;3.0640581490009082;0.04200965521503086
2026-05-30T16:06:38Z,2,9,14,1,12,0,2210.286056,0.720861598589,1.318918e-02,Inf,Inf,best_seen,6.147617233591555;2.881791030984132;2.8637157624913887;2.8483301374769665;2.839564011869103;2.8326783403777633;2.821507262420642;2.8085125387469323;2.784250737296901;2.750709284745227;2.7075071226393974;2.669561219871698;2.652771351180557;2.65513840127726,2.5039518516493326;0.5269989413415384;2.668072526404918;0.45116901939948023;2.7221248165002523;0.3878452904809196;2.788826352382245;0.3151787764905057;2.8677024801230435;0.22504816998499963;2.97260652366656;0.12127164109889779;3.0581696552762843;0.04555154490355884
2026-05-30T16:09:40Z,2,9,14,1,13,0,2392.297520,0.720975817912,1.119717e-02,Inf,Inf,best_seen,6.1485651654876925;2.8812275953389905;2.865126009907184;2.848213896853273;2.839571910591855;2.8328775776028694;2.823720211141427;2.807876457312465;2.7832092362641863;2.751084461398339;2.7098430092725856;2.670556946347679;2.6517667539754766;2.6538634050795777,2.5040493707023996;0.5269775324321202;2.667968422521522;0.4507969016201614;2.722440089429193;0.3893814696146234;2.7873390360410975;0.3142722242033027;2.868469707565688;0.22446810930187044;2.968757818841552;0.12821413126222744;3.0544539552334538;0.047584493174492426
2026-05-30T16:15:46Z,2,9,14,1,15,0,2758.439666,0.720992917032,1.007011e-02,Inf,Inf,best_seen,6.1490959062947885;2.880912131443042;2.8659155981199183;2.848148814495892;2.8395763330345494;2.832989129209148;2.824959226512592;2.807520319518934;2.78262610671559;2.751294520328192;2.7111508567688407;2.671114447024323;2.6512042866362053;2.653149543130465,2.504103970976051;0.5269655457251532;2.6679101354448655;0.45058855533353964;2.7226166086595764;0.39024156616437417;2.7865062974461363;0.31376465156591626;2.8688992731429144;0.2241433371569692;2.966602954432596;0.1321011856461532;3.052373559323478;0.048722727482776396
2026-05-30T16:18:51Z,2,9,14,1,16,0,2943.615168,0.721079499002,6.148990e-03,Inf,Inf,best_seen,6.149432005324008;2.881820796720081;2.865906740053827;2.848199205033182;2.8406477295934742;2.833079909464865;2.823626285519969;2.806878156358913;2.782361390302559;2.7524486789457225;2.7141745538855178;2.6724772144139903;2.6499085967444596;2.651407591144064,2.5036707330576147;0.5267407195451204;2.668349628382171;0.45070159104699375;2.722179519761902;0.3899822718521018;2.786847093609573;0.31426503637436304;2.869008291467941;0.22502053166277605;2.960941165220798;0.13612910551379234;3.0496256301985194;0.049514512645301156
2026-05-30T16:25:03Z,2,9,14,1,18,0,3315.697064,0.721118559490,8.628131e-03,Inf,Inf,best_seen,6.149844599834911;2.882936272436943;2.865895865909218;2.848261064358202;2.8419629739136982;2.833191351129229;2.8219899697644837;2.806089838119658;2.7820364249516727;2.7538655218072186;2.7178864385519925;2.67415014499615;2.6483180103675528;2.6492691742925905,2.503138891036299;0.5264647233662428;2.6688891490524163;0.45084035346774687;2.721642950286006;0.38966396266150227;2.7872654543132547;0.31487930778652473;2.869142122150518;0.2260973739224262;2.9539907638581178;0.14107377206521907;3.046252277779312;0.05048650656218756
2026-05-30T16:28:05Z,2,9,14,1,19,0,3497.563555,0.721210467944,5.470890e-03,Inf,Inf,best_seen,6.150597961663226;2.88344231309719;2.866459672886566;2.8491397164650536;2.8404536964646154;2.8321601122844386;2.8206939258849677;2.8053421235899823;2.782694490390225;2.758260311595361;2.722092425415021;2.6762128730561416;2.6465401612411705;2.64631634830325,2.502730481204387;0.5259343994959498;2.6686818645577195;0.4500437323487475;2.7228011258182945;0.3895494814317186;2.787259289768754;0.3160956488598225;2.8670617503946594;0.23033840773240347;2.9492720021272882;0.14575734530722692;3.0429282012952674;0.05153418259260567
2026-05-30T16:34:11Z,2,9,14,1,21,0,3863.153752,0.721245476104,7.430065e-03,Inf,Inf,best_seen,6.151371243446893;2.883961734190291;2.867038387720131;2.850041601379942;2.8389045115789315;2.8311016060218224;2.8193636127668933;2.80457463842754;2.783369956012411;2.7627713058593275;2.726409624536725;2.6783301425719332;2.644715303262082;2.643285445406291,2.502311272437207;0.5253900531102839;2.668469099166958;0.449226047437388;2.72398992515448;0.38943197315583256;2.7872529622249522;0.31734415171642727;2.864926370658655;0.23469158049204603;2.944428469642929;0.15056475886920664;3.0395162315139213;0.05260956066335298
2026-05-30T16:37:14Z,2,9,14,1,22,0,4045.978536,0.721245476104,7.430131e-03,Inf,Inf,best_seen,6.151371243446893;2.883961734190291;2.867038387720131;2.850041601379942;2.8389045115789315;2.8311016060218224;2.8193636127668933;2.80457463842754;2.783369956012411;2.7627713058593275;2.726409624536725;2.6783301425719332;2.644715303262082;2.643285445406291,2.502311272437207;0.5253900531102839;2.668469099166958;0.44922604743738803;2.72398992515448;0.38943197315583256;2.7872529622249522;0.31734415171642727;2.864926370658655;0.23469158049204603;2.944428469642929;0.15056475886920664;3.0395162315139213;0.05260956066335298
