# swarm chain: k=4, D=7, p=1-15, pop=100, gens=10, burst=20, seed=42
k,D,p,ctilde,evals,wall_seconds,gamma,beta
# p=1 gen  1: best=0.6385703467  pop=100
# p=1 gen  2: best=0.6385703467  pop=100
# p=1 gen  3: best=0.6385703467  pop=100
# p=1 gen  4: best=0.6385703467  pop=100
# p=1 gen  4: best=0.6385703467  pop=-1
4,7,1,0.638570346665,5008,3.8,5.858798523102577,2.9072255015442012
# p=2 gen  1: best=0.6901692402  pop=100
# p=2 gen  2: best=0.6901692402  pop=100
# p=2 gen  3: best=0.6901692402  pop=100
# p=2 gen  4: best=0.6901692402  pop=100
# p=2 gen  4: best=0.6901692402  pop=-1
4,7,2,0.690169240157,11642,1.0,2.8132435283249837;5.7658463644344184,1.8459656789174221;0.17225639525528808
# p=3 gen  1: best=0.7220300541  pop=100
# p=3 gen  2: best=0.7220300541  pop=100
# p=3 gen  3: best=0.7220300541  pop=100
# p=3 gen  4: best=0.7220300541  pop=100
# p=3 gen  4: best=0.7220300541  pop=-1
4,7,3,0.722030054122,15682,1.6,3.425527333317125;3.5906042869734045;3.6461661388059037,1.2861575754673795;1.792619281812219;1.4267349905947018
# p=4 gen  1: best=0.7438133568  pop=100
# p=4 gen  2: best=0.7438133568  pop=100
# p=4 gen  3: best=0.7438133568  pop=100
# p=4 gen  4: best=0.7438133568  pop=100
# p=4 gen  4: best=0.7438133568  pop=-1
4,7,4,0.743813356842,18624,3.0,2.884186830532332;2.7333521746872886;2.694757470735917;2.6438658720320976,1.8551945007918564;1.3381218303739928;0.201548567911381;1.445201704304332
# p=5 gen  1: best=0.7599801315  pop=100
# p=5 gen  2: best=0.7599801315  pop=100
# p=5 gen  3: best=0.7599801315  pop=100
# p=5 gen  4: best=0.7599801315  pop=100
# p=5 gen  4: best=0.7599801315  pop=-1
4,7,5,0.759980131531,18961,10.5,2.9023192313970805;2.7579956434523956;2.7322194024656934;2.6996078397124412;2.648594064293514,1.853945549397218;1.3364079926297543;0.21467428072650438;1.38206117445673;1.682819229763259
# p=6 gen  1: best=0.7725130691  pop=100
# p=6 gen  2: best=0.7725130691  pop=100
# p=6 gen  3: best=0.7725130691  pop=100
# p=6 gen  4: best=0.7725130691  pop=100
# p=6 gen  4: best=0.7725130691  pop=-1
4,7,6,0.772513069077,21954,59.6,2.91542718019593;2.7759783228624224;2.7543644099025397;2.7371782755557743;2.7049278968984765;2.6516198716836388,1.8520842653464378;1.3376698345120988;0.21835721492634347;1.3660119466475011;1.7492541806043889;1.469383832414805
# p=7 gen  1: best=0.7825443349  pop=100
# p=7 gen  2: best=0.7825445024  pop=100
# p=7 gen  3: best=0.7825445024  pop=100
# p=7 gen  4: best=0.7825445024  pop=100
# p=7 gen  5: best=0.7825445024  pop=100
# p=7 gen  5: best=0.7825445024  pop=-1
4,7,7,0.782544502351,27929,323.8,2.925526997410737;2.789767353814431;2.7699528314010924;2.758484762091165;2.7438537193945995;2.7088789717176534;2.6534512094244334,1.8500127873625296;1.339749970966899;0.21821236533573968;1.3599780950801839;1.768141648261912;1.4012592534782784;1.6636825061561813
# p=8 gen  1: best=0.7907702262  pop=100
# p=8 gen  2: best=0.7907796730  pop=100
# p=8 gen  3: best=0.7907796730  pop=100
# p=8 gen  4: best=0.7907796730  pop=100
# p=8 gen  5: best=0.7907796730  pop=100
# p=8 gen  5: best=0.7907796730  pop=-1
4,7,8,0.790779673042,69555,3897.0,2.9335807926559485;2.801028594217405;2.7822269794696206;2.7736429238563156;2.7655285855574117;2.7497071613705524;2.711338266656218;2.654064387413509,1.8478607933769722;1.3423721526163883;0.21639170871313032;1.3590319539779077;1.7763170209049237;1.3798734203219436;1.732402426139629;1.484938273257301
# p=9 gen  1: best=0.7977739693  pop=100
# p=9 gen  2: best=0.7977929092  pop=100
# p=9 gen  3: best=0.7977929092  pop=100
# p=9 gen  4: best=0.7977929092  pop=100
# p=9 gen  5: best=0.7977929092  pop=100
# p=9 gen  5: best=0.7977929092  pop=-1
4,7,9,0.797792909185,68521,18456.6,2.9402036995675536;2.811488384325891;2.7925611098591663;2.783691431652503;2.77960965123617;2.771873592906175;2.7547349917306523;2.7100856010252796;2.6514369958973796,1.845570017328073;1.34595483654163;0.2144130819914235;1.3595868567157077;1.7793142642179827;1.3699625933044999;1.7562184772075389;1.41601981803393;1.6501773296872817
# p=10 gen  1: best=0.8042656541  pop=100
# p=10 gen  2: best=0.8048061095  pop=100
# p=10 gen  3: best=0.8053373974  pop=100
