# swarm-d64 chain: k=4, D=5, p=1-15, pop=100, gens=10, burst=20, seed=42
k,D,p,ctilde,evals,wall_seconds,gamma,beta
# p=1 gen  1: best_d64=0.6660294411  pop=100
# p=1 gen  2: best_d64=0.6660294411  pop=100
# p=1 gen  3: best_d64=0.6660294411  pop=100
# p=1 gen  4: best_d64=0.6660294411  pop=100
# p=1 gen  4: best_d64=0.6660294411  pop=-1
4,5,1,0.666029441080,5282,5.1,2.6345662078569205,0.2334254418652053
# p=2 gen  1: best_d64=0.7271762667  pop=100
# p=2 gen  2: best_d64=0.7271762667  pop=100
# p=2 gen  3: best_d64=0.7271762667  pop=100
# p=2 gen  4: best_d64=0.7271762667  pop=100
# p=2 gen  4: best_d64=0.7271762667  pop=-1
4,5,2,0.727176266715,11678,0.9,0.39318497201552294;3.7710518473740526,0.27789884546531285;2.9689439758506717
# p=3 gen  1: best_d64=0.7644535859  pop=100
# p=3 gen  2: best_d64=0.7644535859  pop=100
# p=3 gen  3: best_d64=0.7644535859  pop=100
# p=3 gen  4: best_d64=0.7644535859  pop=100
# p=3 gen  4: best_d64=0.7644535859  pop=-1
4,5,3,0.764453585874,16089,1.9,2.8019136003420013;5.735964762442825;5.660318659104642,0.28662330338199893;1.7976603727850766;1.716187177416068
# p=4 gen  1: best_d64=0.7894960281  pop=100
# p=4 gen  2: best_d64=0.7894960281  pop=100
# p=4 gen  3: best_d64=0.7894960281  pop=100
# p=4 gen  4: best_d64=0.7894960281  pop=100
# p=4 gen  4: best_d64=0.7894960281  pop=-1
4,5,4,0.789496028108,19556,5.8,2.8336801445513307;5.786202477508196;5.732344024352837;5.664444876349442,0.285486601581099;1.8069656909374867;1.778760562599306;1.6984119634467525
# p=5 gen  1: best_d64=0.8078217436  pop=100
# p=5 gen  2: best_d64=0.8078217436  pop=100
# p=5 gen  3: best_d64=0.8078217436  pop=100
# p=5 gen  4: best_d64=0.8078217436  pop=100
# p=5 gen  4: best_d64=0.8078217436  pop=-1
4,5,5,0.807821743603,22126,29.8,5.9966072453365715;5.815637494224267;2.63712376394743;2.594332119768466;2.5262456536105677,2.8579408991267097;2.9047892023545034;0.2187346409001004;1.3749232053452012;0.1143357896092482
# p=6 gen  1: best_d64=0.8218771835  pop=100
# p=6 gen  2: best_d64=0.8218771864  pop=100
# p=6 gen  3: best_d64=0.8218771864  pop=100
# p=6 gen  4: best_d64=0.8218771864  pop=100
# p=6 gen  5: best_d64=0.8218771864  pop=100
# p=6 gen  5: best_d64=0.8218771864  pop=-1
4,5,6,0.821877186417,29751,181.8,6.012013683069486;5.837255603306476;2.6636290889612457;2.6400599042922535;2.5997046894396725;2.528083628982179,2.8602474182514404;2.906794242598809;0.22164564818091204;1.361610645948903;0.1859925557761203;3.037729198899558
# p=7 gen  1: best_d64=0.8330054869  pop=100
# p=7 gen  2: best_d64=0.8330055963  pop=100
# p=7 gen  3: best_d64=0.8330055963  pop=100
# p=7 gen  4: best_d64=0.8330055963  pop=100
# p=7 gen  5: best_d64=0.8330055963  pop=100
# p=7 gen  5: best_d64=0.8330055963  pop=-1
4,5,7,0.833005596277,31051,836.5,6.023966684216359;5.853819047196168;2.682605436021826;2.666291682825541;2.6462915662496127;2.6039365189556913;2.528829912604082,2.8626552203900864;2.909368217417167;0.2205102321870362;1.3560753040019649;0.20216763264272525;2.964163244436847;0.09548109419536151
# p=8 gen  1: best_d64=0.8420360471  pop=100
# p=8 gen  2: best_d64=0.8420369621  pop=100
# p=8 gen  3: best_d64=0.8420369621  pop=100
# p=8 gen  4: best_d64=0.8420369621  pop=100
# p=8 gen  5: best_d64=0.8420369621  pop=100
# p=8 gen  5: best_d64=0.8420369621  pop=-1
4,5,8,0.842036962127,29789,3629.4,6.033550307347044;5.867181945110932;2.69703265948592;2.6841412301619982;2.6736526185706984;2.652163179581874;2.606887481690188;2.5290185507538223,2.8649877911643893;2.912192637602254;0.21845182782066222;1.356098295281966;0.21008411885495998;2.945290217898009;0.16980494270988233;3.0529617317536086
# p=9 gen  1: best_d64=0.8495117953  pop=100
# p=9 gen  2: best_d64=0.8495144761  pop=100
# p=9 gen  3: best_d64=0.8495144761  pop=100
# p=9 gen  4: best_d64=0.8495144761  pop=100
# p=9 gen  5: best_d64=0.8495144762  pop=100
# p=9 gen  5: best_d64=0.8495144762  pop=-1
4,5,9,0.849514476155,30194,14567.5,6.041427054288825;5.878260076935205;2.7085056648503714;2.697443487507816;2.691094544979672;2.6811714849969546;2.656903574031163;2.6085809797788726;2.528672632957486,2.867188396425087;2.9149504688509715;0.21595384689033448;1.35743331006383;0.21117909299249837;2.935247195819353;0.19103139179582235;2.978732061971921;0.08283787382013356
# p=10 gen  1: best_d64=0.8558071038  pop=100
# p=10 gen  2: best_d64=0.8558134667  pop=100
# p=10 gen  3: best_d64=0.8558134672  pop=100
# p=10 gen  4: best_d64=0.8558134672  pop=100
# p=10 gen  5: best_d64=0.8558134672  pop=100
# p=10 gen  6: best_d64=0.8558134672  pop=100
# p=10 gen  6: best_d64=0.8558134672  pop=-1
4,5,10,0.855813467247,34202,92253.2,6.048004368546794;5.887569698866634;2.717925302663547;2.707867626388189;2.7038354348223343;2.698478828474012;2.687715820746888;2.660309123207482;2.6089828839339475;2.5275960829957618,2.869207761103949;2.917524679161025;0.21339785043200285;1.3594392788117688;0.2106129709568484;2.933079458068681;0.2029636013557264;2.9555427283788327;0.15636248009705653;3.063838288096338
# p=11 gen  1: best_d64=0.8611751703  pop=100
# p=11 gen  2: best_d64=0.8611995954  pop=100
# p=11 gen  3: best_d64=0.8611996031  pop=100
# p=11 gen  4: best_d64=0.8611996031  pop=100
# p=11 gen  5: best_d64=0.8611996032  pop=100
# p=11 gen  6: best_d64=0.8611996032  pop=100
# p=11 gen  6: best_d64=0.8611996032  pop=-1
4,5,11,0.861199603169,34652,404951.7,6.053567221899559;5.895505862031726;2.725813908453353;2.7163159765975573;2.713737825715643;2.710909030988601;2.7050599166494185;2.692974429674925;2.662347044513861;2.60803241475507;2.525573953272169,2.8710404160968643;2.91988691515649;0.21096278739116014;1.361667003211876;0.20916314758435073;2.932875770752762;0.20610994494399215;2.9419173235550415;0.18115948178654948;2.9914664447521218;0.0731611367193494
