start_index,p,gamma,beta
3,5,0.4960606177393273;0.15591858885981294;4.57532319947621;-0.07864542011612535;0.6493266063953191,1.3873317235060048;0.39536895332759026;0.023491039310597015;1.518503142272014;2.9889985525773937
