run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
warmstart,experiment,warmstart,2026-04-07T09:17:42,warmstart,main,false,4,6,11,1,0,1280,1234,0.835707409410,0.0,0.0,0,1,0,true,0,warm,1.0e-06,3.351995878138867;0.356723194211888;0.3847613415879111;0.3918940101511457;0.39743233104557374;0.39983362840134673;0.4161284983671589;0.4471508512492588;0.5003695022230544;0.5626376718028993;0.568810859570358,1.8373013009738257;0.22677096341208447;0.2143388378987104;0.21852743451099796;0.21742536672576035;0.20955149530849956;0.20223271471740673;0.18544900030366568;0.14686757417097096;0.10008863248729032;0.041887369104224526
