start,iteration,value,g_norm
3,0,-4.997973613206e-01,8.932948e-03
3,1,-4.999371434979e-01,1.129319e-03
3,2,-5.000029349533e-01,9.641508e-05
3,3,-5.009398723002e-01,2.239978e-02
3,4,-5.393062191251e-01,4.166791e-01
3,5,-5.406889769926e-01,4.957743e-01
3,6,-5.668025066948e-01,3.979544e-01
3,7,-5.914159754916e-01,2.146859e-01
3,8,-5.988293773993e-01,2.319865e-01
3,9,-6.054608815746e-01,1.157472e-01
3,10,-6.082604211382e-01,5.772600e-02
3,11,-6.106696500066e-01,5.575598e-02
3,12,-6.121834330635e-01,5.640466e-02
3,13,-6.133189233466e-01,5.839186e-02
3,14,-6.143671399590e-01,4.355611e-02
3,15,-6.156683790885e-01,7.905597e-02
3,16,-6.168792953173e-01,1.035521e-01
3,17,-6.197579083406e-01,1.022048e-01
3,18,-6.236170354928e-01,9.085421e-02
3,19,-6.243104289147e-01,5.469924e-02
3,20,-6.257235330674e-01,3.736657e-02
3,21,-6.275192320474e-01,6.560474e-02
3,22,-6.281487917209e-01,4.728168e-02
3,23,-6.304747577134e-01,8.384108e-02
3,24,-6.331311445787e-01,8.477212e-02
3,25,-6.375968123547e-01,1.779420e-01
3,26,-6.452640113248e-01,1.203507e-01
3,27,-6.539663936946e-01,1.280476e-01
3,28,-6.584568550460e-01,9.575432e-02
3,29,-6.639991571191e-01,7.136979e-02
3,30,-6.672648299359e-01,5.222850e-02
3,31,-6.689460906205e-01,4.430029e-02
3,32,-6.700124310005e-01,4.334673e-02
3,33,-6.719874053815e-01,6.911685e-02
3,34,-6.856825391723e-01,7.062431e-02
3,35,-6.866570801186e-01,8.105189e-02
3,36,-6.901498413650e-01,5.390381e-02
3,37,-6.909835579104e-01,4.867777e-02
3,38,-6.919669535015e-01,1.898540e-02
3,39,-6.920606118621e-01,2.232161e-03
3,40,-6.920624975469e-01,7.583546e-04
3,41,-6.920627703834e-01,1.216793e-04
3,42,-6.920627730565e-01,3.479573e-06
3,43,-6.920627730645e-01,3.225142e-07
