start,kind,iteration,value,g_norm
1,warm,0,-7.337941190100e-01,1.788048e-01
1,warm,1,-7.408587317535e-01,6.033196e-02
1,warm,2,-7.420750459295e-01,3.584139e-02
1,warm,3,-7.427990535310e-01,3.391344e-02
1,warm,4,-7.434409081077e-01,2.996001e-02
1,warm,5,-7.437084233883e-01,1.309183e-02
1,warm,6,-7.437602412991e-01,5.168586e-03
1,warm,7,-7.437979950448e-01,6.975785e-03
1,warm,8,-7.438323191239e-01,3.464892e-03
1,warm,9,-7.438376779531e-01,2.007523e-03
1,warm,10,-7.438399191950e-01,9.413775e-04
1,warm,11,-7.438403257110e-01,3.475254e-04
1,warm,12,-7.438404269901e-01,2.345687e-04
1,warm,13,-7.438404473096e-01,1.183038e-04
1,warm,14,-7.438404960910e-01,8.276011e-05
1,warm,15,-7.438404851679e-01,1.526577e-05
1,warm,16,-7.438404905921e-01,9.239186e-06
1,warm,17,-7.438405091806e-01,4.133411e-06
1,warm,18,-7.438405089051e-01,3.982440e-06
1,warm,19,-7.438405223169e-01,1.594890e-06
1,warm,20,-7.438405169805e-01,1.258217e-06
1,warm,21,-7.438405059742e-01,6.444752e-07
2,random,0,-5.003216351729e-01,6.140424e-03
2,random,1,-5.022215223960e-01,4.262099e-02
2,random,2,-5.023453984183e-01,4.930953e-02
2,random,3,-5.067954363487e-01,7.186370e-02
2,random,4,-5.132918985676e-01,1.301560e-01
2,random,5,-5.334401228091e-01,2.595281e-01
2,random,6,-5.469731044008e-01,2.850081e-01
2,random,7,-5.484716559629e-01,2.320849e-01
2,random,8,-5.962655836642e-01,2.384809e-01
2,random,9,-6.332089278963e-01,2.121135e-01
2,random,10,-6.534429478720e-01,1.282216e-01
2,random,11,-6.590239525270e-01,7.341394e-02
2,random,12,-6.615077011438e-01,7.101284e-02
2,random,13,-6.665910354651e-01,1.484248e-01
2,random,14,-6.725470657561e-01,1.997887e-01
2,random,15,-6.850428659889e-01,1.351053e-01
2,random,16,-6.885888386361e-01,3.694208e-02
2,random,17,-6.897749565683e-01,3.851742e-02
2,random,18,-6.908696647988e-01,4.789498e-02
2,random,19,-6.918865828697e-01,2.980066e-02
2,random,20,-6.921417574059e-01,1.830492e-02
2,random,21,-6.923871166302e-01,2.198557e-02
2,random,22,-6.925288375552e-01,7.836069e-03
2,random,23,-6.925659449352e-01,4.483752e-03
2,random,24,-6.925771423127e-01,2.821887e-03
2,random,25,-6.926042588501e-01,9.435935e-03
2,random,26,-6.926605168426e-01,6.145501e-03
2,random,27,-6.926908992707e-01,5.339660e-03
2,random,28,-6.927384412920e-01,6.626686e-03
2,random,29,-6.927793646146e-01,9.914987e-03
2,random,30,-6.928113659154e-01,6.785421e-03
2,random,31,-6.928260764221e-01,5.392327e-03
2,random,32,-6.928384991415e-01,5.165266e-03
2,random,33,-6.928664726454e-01,6.972928e-03
2,random,34,-6.929498717264e-01,1.145595e-02
2,random,35,-6.929633049684e-01,1.238380e-02
2,random,36,-6.930667491913e-01,2.245823e-02
2,random,37,-6.931148629824e-01,2.763358e-02
2,random,38,-6.932146408966e-01,3.651252e-02
2,random,39,-6.933366779648e-01,4.703404e-02
2,random,40,-6.935534857309e-01,6.655142e-02
2,random,41,-6.939178023382e-01,9.978292e-02
2,random,42,-6.951628261555e-01,7.826612e-02
2,random,43,-6.954723767457e-01,7.569058e-02
2,random,44,-6.970476565526e-01,6.447996e-02
2,random,45,-6.981837678360e-01,9.076917e-02
2,random,46,-6.993548912360e-01,4.999486e-02
2,random,47,-6.999790224533e-01,4.462866e-02
2,random,48,-7.020285939906e-01,3.697122e-02
2,random,49,-7.030218981996e-01,2.852008e-02
2,random,50,-7.032824104024e-01,1.422463e-02
2,random,51,-7.033305059717e-01,2.962294e-03
2,random,52,-7.033459725187e-01,3.073252e-03
2,random,53,-7.033652181955e-01,2.855408e-03
2,random,54,-7.033721172505e-01,2.347759e-03
2,random,55,-7.033743631650e-01,1.666600e-03
2,random,56,-7.033769082719e-01,1.132567e-03
2,random,57,-7.033772408855e-01,4.340361e-04
2,random,58,-7.033773862395e-01,3.558694e-04
2,random,59,-7.033774751975e-01,4.007781e-04
2,random,60,-7.033776640391e-01,4.562256e-04
2,random,61,-7.033779373821e-01,2.866682e-04
2,random,62,-7.033781615334e-01,6.834478e-04
2,random,63,-7.033799720652e-01,2.528165e-03
2,random,64,-7.034843288683e-01,9.468644e-03
2,random,65,-7.034908803276e-01,1.033391e-02
2,random,66,-7.035264092148e-01,4.855360e-03
2,random,67,-7.035404562037e-01,2.968521e-03
2,random,68,-7.035433411384e-01,2.178030e-03
2,random,69,-7.035444943713e-01,9.462052e-04
2,random,70,-7.035453637307e-01,9.225572e-04
2,random,71,-7.035456248825e-01,4.221719e-04
2,random,72,-7.035456965544e-01,2.747171e-04
2,random,73,-7.035457427526e-01,1.584669e-04
2,random,74,-7.035457564424e-01,9.460239e-05
2,random,75,-7.035457809692e-01,2.672337e-05
2,random,76,-7.035457424266e-01,6.734195e-06
2,random,77,-7.035457636417e-01,3.432821e-06
2,random,78,-7.035457418352e-01,4.120617e-06
2,random,79,-7.035457746306e-01,2.678626e-06
2,random,80,-7.035457778356e-01,1.686322e-06
2,random,81,-7.035457713203e-01,2.190827e-06
2,random,82,-7.035457655282e-01,3.198984e-06
2,random,83,-7.035457734288e-01,1.046674e-05
2,random,84,-7.035457585032e-01,1.653261e-05
2,random,85,-7.035457776509e-01,1.686853e-05
2,random,86,-7.035457647307e-01,2.485830e-05
2,random,87,-7.035457996577e-01,2.381213e-05
2,random,88,-7.035457926915e-01,1.810762e-05
2,random,89,-7.035457568969e-01,8.596670e-06
2,random,90,-7.035457752533e-01,5.521527e-06
2,random,91,-7.035457727184e-01,3.700909e-06
2,random,92,-7.035457657515e-01,1.490431e-06
2,random,93,-7.035457978711e-01,1.714885e-06
2,random,94,-7.035457926562e-01,6.289719e-07
3,random,0,-5.000599151726e-01,1.186802e-03
3,random,1,-5.032788040825e-01,2.414216e-02
3,random,2,-5.032825591092e-01,2.515726e-02
3,random,3,-5.108380978019e-01,4.790453e-02
3,random,4,-5.117236679804e-01,7.690906e-02
3,random,5,-5.166771447339e-01,3.739060e-02
3,random,6,-5.345052602662e-01,6.879587e-02
3,random,7,-5.559317969407e-01,2.043212e-01
3,random,8,-5.743292886398e-01,1.404140e-01
3,random,9,-6.084123286657e-01,1.748278e-01
3,random,10,-6.158170835977e-01,2.051806e-01
3,random,11,-6.308049826862e-01,1.208964e-01
3,random,12,-6.489323113096e-01,1.230357e-01
3,random,13,-6.536512091042e-01,1.405816e-01
3,random,14,-6.571184525934e-01,1.290045e-01
3,random,15,-6.620071985710e-01,7.502594e-02
3,random,16,-6.640939989071e-01,3.373358e-02
3,random,17,-6.645011548693e-01,2.776844e-02
3,random,18,-6.646809387718e-01,1.722859e-02
3,random,19,-6.648885733296e-01,1.529798e-02
3,random,20,-6.650447084580e-01,9.110840e-03
3,random,21,-6.650819830127e-01,3.031656e-03
3,random,22,-6.650897115244e-01,2.899429e-03
3,random,23,-6.650972566413e-01,4.563940e-03
3,random,24,-6.653138114969e-01,1.085786e-02
3,random,25,-6.653441705233e-01,7.898909e-03
3,random,26,-6.654195849515e-01,8.191955e-03
3,random,27,-6.654497936659e-01,6.204589e-03
3,random,28,-6.654613959356e-01,3.483220e-03
3,random,29,-6.654637545330e-01,1.128575e-03
3,random,30,-6.654642649331e-01,7.035052e-04
3,random,31,-6.654644770855e-01,5.675312e-04
3,random,32,-6.654694006170e-01,2.042121e-03
3,random,33,-6.654772117153e-01,6.106195e-03
3,random,34,-6.654970200195e-01,3.435104e-03
3,random,35,-6.655014429998e-01,1.310712e-03
3,random,36,-6.655024614887e-01,4.359394e-04
3,random,37,-6.655027605379e-01,6.162194e-04
3,random,38,-6.655053565734e-01,2.903039e-03
3,random,39,-6.655128224961e-01,1.909529e-03
3,random,40,-6.655155615293e-01,2.230018e-03
3,random,41,-6.655193080740e-01,2.000347e-03
3,random,42,-6.655219508797e-01,3.852723e-03
3,random,43,-6.655256286621e-01,2.676495e-03
3,random,44,-6.655281496337e-01,2.527148e-03
3,random,45,-6.655302834313e-01,1.081911e-03
3,random,46,-6.655307758238e-01,5.745090e-04
3,random,47,-6.655309335547e-01,6.440490e-04
3,random,48,-6.655310859462e-01,4.377988e-04
3,random,49,-6.655311076558e-01,1.524968e-04
3,random,50,-6.655311186406e-01,6.867202e-05
3,random,51,-6.655310772176e-01,3.876737e-05
3,random,52,-6.655311438795e-01,2.649607e-05
3,random,53,-6.655311199198e-01,3.159869e-05
3,random,54,-6.655311448100e-01,1.136930e-04
3,random,55,-6.655311491285e-01,2.363798e-04
3,random,56,-6.655312369647e-01,3.973843e-04
3,random,57,-6.655313036529e-01,3.657735e-04
3,random,58,-6.655314862857e-01,5.197089e-04
3,random,59,-6.655315878481e-01,5.836349e-04
3,random,60,-6.655316889977e-01,5.614126e-04
3,random,61,-6.655317549247e-01,7.733731e-04
3,random,62,-6.655320019941e-01,4.512376e-04
3,random,63,-6.655320415442e-01,1.345223e-04
3,random,64,-6.655320649278e-01,1.729922e-04
3,random,65,-6.655321173071e-01,3.255134e-04
3,random,66,-6.655321760331e-01,4.924720e-04
3,random,67,-6.655322253233e-01,3.858856e-04
3,random,68,-6.655322857713e-01,4.052033e-04
3,random,69,-6.655322781338e-01,3.939195e-04
3,random,70,-6.655323587341e-01,2.682582e-04
3,random,71,-6.655323946642e-01,2.089881e-04
3,random,72,-6.655324432667e-01,2.150952e-04
3,random,73,-6.655324846325e-01,1.936422e-04
3,random,74,-6.655325155110e-01,3.703737e-04
3,random,75,-6.655325697722e-01,4.468766e-04
3,random,76,-6.655326767121e-01,3.145730e-04
3,random,77,-6.655328346774e-01,4.329123e-04
3,random,78,-6.655328424487e-01,4.471389e-04
3,random,79,-6.655329261338e-01,3.778919e-04
3,random,80,-6.655330886140e-01,3.885589e-04
3,random,81,-6.655331595119e-01,4.714812e-04
3,random,82,-6.655333631725e-01,1.022447e-03
3,random,83,-6.655335025288e-01,4.054646e-04
3,random,84,-6.655335591674e-01,2.324142e-04
3,random,85,-6.655335962135e-01,3.194346e-04
3,random,86,-6.655336274024e-01,2.881619e-04
3,random,87,-6.655336404500e-01,2.345621e-04
3,random,88,-6.655337177887e-01,2.925337e-04
3,random,89,-6.655337930432e-01,4.775018e-04
3,random,90,-6.655338649669e-01,4.271884e-04
3,random,91,-6.655340431277e-01,6.512541e-04
3,random,92,-6.655341965623e-01,6.696815e-04
3,random,93,-6.655344232354e-01,6.228609e-04
3,random,94,-6.655345497619e-01,9.461684e-04
3,random,95,-6.655346554499e-01,2.639755e-04
3,random,96,-6.655346682991e-01,3.617595e-04
3,random,97,-6.655347449079e-01,3.635025e-04
3,random,98,-6.655347716831e-01,3.460165e-04
3,random,99,-6.655348351094e-01,3.112385e-04
3,random,100,-6.655348726850e-01,3.535398e-04
3,random,100,-6.655348726850e-01,3.535398e-04
3,random,101,-6.655348898401e-01,2.507519e-04
3,random,102,-6.655349257978e-01,1.483120e-04
3,random,103,-6.655348947524e-01,9.266020e-05
3,random,104,-6.655349329633e-01,9.800020e-05
3,random,105,-6.655349302960e-01,9.544823e-05
3,random,106,-6.655349708142e-01,3.149840e-04
3,random,107,-6.655350401196e-01,1.822124e-04
3,random,108,-6.655351016690e-01,3.523409e-05
3,random,109,-6.655350985363e-01,1.718206e-05
3,random,110,-6.655351034771e-01,2.350093e-05
3,random,111,-6.655351227318e-01,3.461409e-04
3,random,112,-6.655353447109e-01,5.238206e-04
3,random,113,-6.655355209485e-01,6.395735e-04
3,random,114,-6.655355802564e-01,5.110685e-05
3,random,115,-6.655355765713e-01,6.247208e-05
3,random,116,-6.655355822846e-01,3.745449e-05
3,random,117,-6.655355643403e-01,5.370469e-05
3,random,118,-6.655355780558e-01,2.397675e-04
3,random,119,-6.655356682689e-01,3.618178e-04
3,random,120,-6.655358527395e-01,5.536195e-04
3,random,121,-6.655362291697e-01,4.513892e-04
3,random,122,-6.655363223369e-01,4.744450e-04
3,random,123,-6.655365196578e-01,4.753451e-04
3,random,124,-6.655368209462e-01,9.986496e-04
3,random,125,-6.655371183663e-01,5.347320e-04
3,random,126,-6.655371996122e-01,6.599623e-04
3,random,127,-6.655372670167e-01,6.690379e-04
3,random,128,-6.655373219416e-01,3.863968e-04
3,random,129,-6.655373749115e-01,5.980862e-04
3,random,130,-6.655374377595e-01,4.642828e-04
3,random,131,-6.655375209419e-01,2.726848e-04
3,random,132,-6.655375763576e-01,4.799028e-04
3,random,133,-6.655376377580e-01,4.567549e-04
3,random,134,-6.655377087573e-01,4.136825e-04
3,random,135,-6.655377809929e-01,1.634675e-04
3,random,136,-6.655377899107e-01,3.398366e-04
3,random,137,-6.655378690214e-01,2.852858e-04
3,random,138,-6.655378862300e-01,2.384172e-04
3,random,139,-6.655378956916e-01,3.120246e-04
3,random,140,-6.655379119398e-01,1.555913e-04
3,random,141,-6.655379410903e-01,1.820798e-04
3,random,142,-6.655379460112e-01,2.981532e-04
3,random,143,-6.655379859173e-01,1.040896e-04
3,random,144,-6.655379858717e-01,1.612657e-04
3,random,145,-6.655380218312e-01,1.223374e-04
3,random,146,-6.655380366653e-01,1.579192e-04
3,random,147,-6.655380295542e-01,8.462039e-05
3,random,148,-6.655380408841e-01,4.964728e-05
3,random,149,-6.655380297965e-01,2.880786e-05
3,random,150,-6.655380279121e-01,2.640598e-05
3,random,151,-6.655380364777e-01,3.595719e-05
3,random,152,-6.655380036780e-01,1.533252e-05
3,random,153,-6.655380444619e-01,8.569787e-06
3,random,154,-6.655380202515e-01,1.137501e-05
3,random,155,-6.655380188277e-01,1.492187e-05
3,random,156,-6.655380358968e-01,1.653944e-05
3,random,157,-6.655380285588e-01,2.103986e-05
3,random,158,-6.655380237874e-01,6.926027e-05
3,random,159,-6.655380283611e-01,5.474706e-05
3,random,160,-6.655380394397e-01,6.236818e-05
3,random,161,-6.655380254423e-01,7.908753e-05
3,random,162,-6.655380745679e-01,1.661722e-04
3,random,163,-6.655380683934e-01,2.186147e-04
3,random,164,-6.655381775649e-01,3.491904e-04
3,random,165,-6.655382354043e-01,4.138292e-04
3,random,166,-6.655383814089e-01,3.421843e-04
