start,kind,iteration,value,g_norm
1,warm,0,-6.718950365067e-01,2.167463e-01
1,warm,1,-6.903491866144e-01,5.597738e-02
1,warm,2,-6.915619017346e-01,3.723240e-02
1,warm,3,-6.920191237476e-01,9.048390e-03
1,warm,4,-6.920560753176e-01,2.548755e-03
1,warm,5,-6.920623128303e-01,9.849256e-04
1,warm,6,-6.920627325385e-01,2.892150e-04
1,warm,7,-6.920627724853e-01,2.887518e-05
1,warm,8,-6.920627730640e-01,9.316546e-07
2,random,0,-5.001471737910e-01,3.269025e-02
2,random,1,-5.159701991613e-01,8.938791e-02
2,random,2,-5.169489361628e-01,1.492396e-01
2,random,3,-6.087845068045e-01,2.595912e-01
2,random,4,-6.191096244043e-01,2.120811e-01
2,random,5,-6.412896014993e-01,1.158559e-01
2,random,6,-6.482935375452e-01,5.487250e-02
2,random,7,-6.493751465049e-01,1.787013e-02
2,random,8,-6.502411260362e-01,1.052982e-02
2,random,9,-6.503120437564e-01,3.160281e-03
2,random,10,-6.503149113739e-01,3.596416e-04
2,random,11,-6.503149421010e-01,2.195852e-05
2,random,12,-6.503149423126e-01,9.142900e-06
2,random,13,-6.503149485601e-01,1.017241e-04
2,random,14,-6.503152067113e-01,9.764024e-05
2,random,15,-6.503152335181e-01,7.598638e-05
2,random,16,-6.503152370748e-01,4.367035e-06
2,random,17,-6.503152370985e-01,1.736151e-07
3,random,0,-4.997973613206e-01,8.932948e-03
3,random,1,-4.999371434979e-01,1.129319e-03
3,random,2,-5.000029349533e-01,9.641508e-05
3,random,3,-5.009398723002e-01,2.239978e-02
3,random,4,-5.393062191251e-01,4.166791e-01
3,random,5,-5.406889769926e-01,4.957743e-01
3,random,6,-5.668025066948e-01,3.979544e-01
3,random,7,-5.914159754916e-01,2.146859e-01
3,random,8,-5.988293773993e-01,2.319865e-01
3,random,9,-6.054608815746e-01,1.157472e-01
3,random,10,-6.082604211382e-01,5.772600e-02
3,random,11,-6.106696500066e-01,5.575598e-02
3,random,12,-6.121834330635e-01,5.640466e-02
3,random,13,-6.133189233466e-01,5.839186e-02
3,random,14,-6.143671399590e-01,4.355611e-02
3,random,15,-6.156683790885e-01,7.905597e-02
3,random,16,-6.168792953173e-01,1.035521e-01
3,random,17,-6.197579083406e-01,1.022048e-01
3,random,18,-6.236170354928e-01,9.085421e-02
3,random,19,-6.243104289147e-01,5.469924e-02
3,random,20,-6.257235330674e-01,3.736657e-02
3,random,21,-6.275192320474e-01,6.560474e-02
3,random,22,-6.281487917209e-01,4.728168e-02
3,random,23,-6.304747577134e-01,8.384108e-02
3,random,24,-6.331311445787e-01,8.477212e-02
3,random,25,-6.375968123547e-01,1.779420e-01
3,random,26,-6.452640113248e-01,1.203507e-01
3,random,27,-6.539663936946e-01,1.280476e-01
3,random,28,-6.584568550460e-01,9.575432e-02
3,random,29,-6.639991571191e-01,7.136979e-02
3,random,30,-6.672648299359e-01,5.222850e-02
3,random,31,-6.689460906205e-01,4.430029e-02
3,random,32,-6.700124310005e-01,4.334673e-02
3,random,33,-6.719874053815e-01,6.911685e-02
3,random,34,-6.856825391723e-01,7.062431e-02
3,random,35,-6.866570801186e-01,8.105189e-02
3,random,36,-6.901498413650e-01,5.390381e-02
3,random,37,-6.909835579104e-01,4.867777e-02
3,random,38,-6.919669535015e-01,1.898540e-02
3,random,39,-6.920606118621e-01,2.232161e-03
3,random,40,-6.920624975469e-01,7.583546e-04
3,random,41,-6.920627703834e-01,1.216793e-04
3,random,42,-6.920627730565e-01,3.479573e-06
3,random,43,-6.920627730645e-01,3.225142e-07
