start,iteration,value,g_norm
3,0,-4.998248273171e-01,5.632627e-03
3,1,-5.003217780302e-01,3.002241e-03
3,2,-5.021354943682e-01,2.354722e-02
3,3,-5.080005368566e-01,1.227907e-01
3,4,-5.090864408521e-01,8.715450e-02
3,5,-5.127236597486e-01,9.724697e-02
3,6,-5.655874862057e-01,2.505066e-01
3,7,-6.121712226232e-01,3.539857e-01
3,8,-6.296875097613e-01,2.020117e-01
3,9,-6.333132085386e-01,1.608619e-01
3,10,-6.457893583679e-01,1.432523e-01
3,11,-6.533897273128e-01,1.537564e-01
3,12,-6.585050266017e-01,1.054149e-01
3,13,-6.709817984602e-01,9.042874e-02
3,14,-6.756459413113e-01,8.345949e-02
3,15,-6.772421815201e-01,3.380829e-02
3,16,-6.783984752606e-01,4.753257e-02
3,17,-6.792991279068e-01,2.476537e-02
3,18,-6.797380917320e-01,3.027379e-02
3,19,-6.816433246603e-01,5.388067e-02
3,20,-6.824922352702e-01,3.238938e-02
3,21,-6.829696914295e-01,1.959663e-02
3,22,-6.830936903931e-01,8.507817e-03
3,23,-6.831214497905e-01,5.312417e-03
3,24,-6.831414120290e-01,6.187588e-03
3,25,-6.832221153601e-01,1.700072e-02
3,26,-6.835394921733e-01,9.807763e-03
3,27,-6.836562527593e-01,1.964534e-02
3,28,-6.838205447607e-01,1.032378e-02
3,29,-6.838788694405e-01,8.506630e-03
3,30,-6.838925049554e-01,4.723494e-03
3,31,-6.839016150748e-01,2.805497e-03
3,32,-6.839041898060e-01,1.083975e-03
3,33,-6.839047607438e-01,4.310613e-04
3,34,-6.839048630818e-01,1.736779e-04
3,35,-6.839048689639e-01,4.199386e-05
3,36,-6.839048735345e-01,4.404775e-05
3,37,-6.839048759235e-01,5.707174e-05
3,38,-6.839048846117e-01,1.017331e-04
3,39,-6.839049138933e-01,2.726500e-04
3,40,-6.845242453348e-01,2.517776e-02
3,41,-6.845243286667e-01,2.507418e-02
3,42,-6.846036977023e-01,3.897692e-02
3,43,-6.849091438787e-01,3.806775e-02
3,44,-6.852451902489e-01,1.768507e-02
3,45,-6.854616523212e-01,7.960924e-03
3,46,-6.855117540383e-01,6.657306e-03
3,47,-6.855502966378e-01,5.663825e-03
3,48,-6.855662757422e-01,5.835258e-03
3,49,-6.855826163174e-01,1.514200e-03
3,50,-6.855843973963e-01,4.978626e-04
3,51,-6.855847733639e-01,1.156649e-03
3,52,-6.855851101411e-01,1.010422e-03
3,53,-6.855853173740e-01,2.054228e-04
3,54,-6.855853552574e-01,1.064819e-04
3,55,-6.855853621962e-01,5.846178e-05
3,56,-6.855853638225e-01,3.965386e-05
3,57,-6.855853644296e-01,1.210042e-05
3,58,-6.855853652905e-01,1.851981e-05
3,59,-6.855853695171e-01,6.873262e-05
3,60,-6.855856357700e-01,5.357327e-04
3,61,-6.855858100207e-01,7.580270e-04
3,62,-6.855858953641e-01,8.839121e-05
3,63,-6.855858994669e-01,3.596117e-05
3,64,-6.855859008047e-01,2.790584e-05
3,65,-6.855859011035e-01,4.258767e-05
3,66,-6.855859034319e-01,8.109512e-06
3,67,-6.855859024063e-01,3.729259e-06
3,68,-6.855859020279e-01,3.426792e-06
3,69,-6.855859033040e-01,4.210114e-06
3,70,-6.855859032042e-01,1.222337e-06
3,71,-6.855859022523e-01,2.710618e-07
