start_index,p,gamma,beta
3,6,5.8916063047215586;0.9719777506663878;6.646231014084302;6.206115278950532;5.798370802133742;0.5240649783590755,1.4976758962032306;1.3953909051880713;3.0748301388396686;3.254870775383244;1.8756987389840802;1.6771016525251325
