start_index,p,gamma,beta
3,5,-0.14966652664226615;-0.27522557110745544;4.4010705098148195;-3.1814855043555044;1.4073051129953975,2.173248188143396;-0.2247770809339866;0.02777136433063651;0.029387767280468102;3.265044529625055
