start_index,p,gamma,beta
2,8,3.4192778578574234;5.690364961612652;0.5177548416148186;2.613932421097678;0.1678274154855938;4.4808710388646125;4.2212281478306934;3.148987877357699,1.50327985003399;2.5401072476948023;0.004274834372435983;2.2535564783927486;0.13482385238078756;-0.00030055925254118354;2.1495459323167765;0.46965433454908057
