start_index,p,gamma,beta
1,10,3.3864109881153857;3.5027666090798624;3.5087391241231742;3.5123778105777768;3.5134064358877932;3.525080049046491;3.562674905372481;3.6211666845480304;3.617233187340617;3.617233187340724,2.959875443404089;0.15107707437326875;2.9916427520163986;0.1530324499314374;2.98769359898645;0.1470602039928595;3.0141361078043816;0.05898820209030907;0.00595273751544366;0.005952737515413019
