start_index,p,gamma,beta
3,10,5.996855619450024;5.731083367014329;3.3881560908369597;2.8745743766644694;4.595242185470186;3.740166331508073;5.031282789620964;1.3790114360510164;2.6852327753610097;-1.802464918165584,2.8067640516055365;2.216193916260848;-0.0006162269714164981;2.395060672067784;4.694179098707451;1.562229817321467;-1.4411952525113865;7.875854474844135;-7.874266257005596;-7.78176368626351
