start_index,p,gamma,beta
3,8,0.11596598340136466;5.8318399889425585;3.7641803944317616;3.5904771775348916;0.013159453777113759;5.9289421566064995;0.2286320957601635;3.8352349658307245,0.811884199673361;3.0661411527034295;2.905703197516914;2.390899100711644;2.784063366806282;1.6135928339545702;1.2824378196257449;1.4508487652563928
