run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T223452-k5-d6-p8-8-r2-i320-s1234,experiment,unknown,2026-04-04T22:34:52,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,5,6,8,1,2,1280,1234,0.786716226984,489.812561,481.503164,4836,3,104,true,0,warm,1.0e-06,3.645247038294917;0.18756307653915227;0.078167439140586;0.14957803073309237;0.897360977454036;0.16855304844227792;5.661706065470424;2.3263441782393737,1.7231911644674458;1.760900082990744;0.8251722061787369;1.7183399513935207;1.6847421753855638;2.81173494065033;1.4829765804477535;1.6534003067574126
