start_index,p,gamma,beta
3,5,0.2829408935569699;0.502868127438033;4.898936866430882;-0.03530384891858824;0.716464981171851,1.8847376746735627;0.12474484264332404;1.4685469284299415;0.08129283746015739;3.0122829613986033
