start_index,p,gamma,beta
2,7,6.0587537263640865;5.930880508210658;2.6210454299124253;0.6139720672939385;3.5790457475664654;6.209635096493344;0.5890936064308941,2.8399907100769806;2.8351519102639626;1.5114690676811142;1.8042510670083114;0.36939618348135694;2.9422862191483614;1.6681941451136917
