run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210905-k4-d8-p6-6-r2-i320-s1234,experiment,unknown,2026-04-04T21:09:05,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,8,6,1,2,1280,1234,0.736829719459,3.831824,3.293888,560,3,70,true,0,random,1.0e-06,3.25898930908042;5.922640979876438;3.109156336277683;2.735414300092718;2.7323574000547923;2.6866324515219664,2.449100429082913;2.1988975959389565;2.2358770645066546;2.920478646513875;2.9485421653579986;1.452722279873272
