run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260403T060755-k5-d6-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T06:07:55,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,5,6,1,1,2,320,1234,0.658625024633,0.895906,0.608930,32,3,0,true,0,warm,1.0e-06,0.47516883211514493,0.1996306687576617
20260403T060755-k5-d6-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T06:07:55,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,5,6,2,1,2,320,1234,0.717596564136,0.003108,0.001785,95,3,8,true,0,warm,1.0e-06,0.3735570153554947;0.5683343090261358,0.22820030805549602;0.1485224570581848
20260403T060755-k5-d6-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T06:07:55,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,5,6,3,1,2,320,1234,0.753676130933,0.018920,0.008289,218,3,10,true,0,warm,1.0e-06,0.3261509599978726;0.49790719052278704;0.5536010783086215,0.23159580559935958;0.18785883186787494;0.12606608951039602
20260403T060755-k5-d6-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T06:07:55,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,5,6,4,1,2,640,1234,0.778129588958,0.112210,0.025186,356,3,13,true,0,warm,1.0e-06,0.2983775220105448;0.4550163463803005;0.492515891745543;0.5443526304528598,0.22861346964664978;0.19259283763998034;0.17430650662528585;0.11126126480508396
20260403T060755-k5-d6-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T06:07:55,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,5,6,5,1,2,1280,1234,0.796091880733,0.282784,0.119384,183,3,17,true,0,warm,1.0e-06,0.2796145285581325;0.4298136940749665;0.4534598915927572;0.48373225897054667;0.5373415377237705,0.22555585047889445;0.19135913465151547;0.18109863419457742;0.16572418177324133;0.10023396645705804
20260403T060755-k5-d6-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T06:07:55,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,5,6,6,1,2,1280,1234,0.809911608006,2.904213,1.003633,562,3,26,true,0,warm,1.0e-06,0.2662263277083403;0.4116595191803638;0.4309464603711604;0.44501450945675447;0.47482601396870416;0.5325258129148435,0.22263506211149905;0.1884521104833283;0.18175307397030077;0.1750001006032544;0.15861353298450642;0.09143415694915699
20260403T060755-k5-d6-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T06:07:55,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,5,6,7,1,2,1280,1234,0.820883648765,27.491436,6.888334,1061,3,44,true,0,warm,1.0e-06,0.2559767843436708;0.39769762934428965;0.41512294304012703;0.42305160468629216;0.43527262249169124;0.46795385666180106;0.5294468416575324,0.21987726393614393;0.18539427708813308;0.17981215422607388;0.1778004727834714;0.17049838562978076;0.1522025037523973;0.08424271877849236
20260403T060755-k5-d6-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T06:07:55,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,5,6,8,1,2,1280,1234,0.829808017444,343.692981,343.568690,2846,3,52,true,0,warm,1.0e-06,0.24782239586119229;0.38647669541747665;0.40307234722966023;0.4077228312532982;0.41257495949471323;0.426991900299906;0.4631101418440063;0.527586465006371,0.21733840881645042;0.18244392454169922;0.17722413820564759;0.17677255436233197;0.1753134547364057;0.16657447796637953;0.14631281525117973;0.078266563845866
20260403T060755-k5-d6-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T06:07:55,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,5,6,9,1,2,1280,1234,0.837173170736,688.227813,687.698967,833,3,26,true,0,warm,1.0e-06,0.23929454387554103;0.3773509653644177;0.3971351708079203;0.39866019172026557;0.40100697167449406;0.4060636609292687;0.42099292618179823;0.46526627752624544;0.5401794816175587,0.21488348075121175;0.1807956948883467;0.1758700451344764;0.1761355730725414;0.17648853604167303;0.17358942842991107;0.16248051209437422;0.14123396594512308;0.07216077645842639
20260403T060755-k5-d6-p1-12-r2-i320-s1234,experiment,unknown,2026-04-03T06:07:55,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,5,6,10,1,2,1280,1234,0.838732302789,1228.489170,1226.634762,378,3,8,true,0,warm,1.0e-06,0.23861146959974486;0.37953707496392003;0.3976509082702733;0.39946090278693547;0.40075071547543367;0.4064458200259509;0.42008647744286864;0.4665070486010413;0.5349215586589477;0.5405393950387067,0.21759901068784526;0.17813686863141806;0.1759051830164676;0.1732799151641821;0.17375478888785093;0.17211487147713983;0.164005145307823;0.13514447558722367;0.09799971937091231;0.045703678593714075
