run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210702-k5-d6-p4-4-r2-i320-s1234,experiment,unknown,2026-04-04T21:07:02,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,5,6,4,1,2,640,1234,0.759127366964,0.968340,0.706569,265,3,15,true,0,warm,1.0e-06,3.757141010200347;6.012275889506793;0.5344974666221783;0.550271519525772,0.0604685469473314;2.836553573855452;2.9582494896464633;1.4481302872993567
