start_index,p,gamma,beta
3,5,3.4113591333126507;3.5746156435890684;0.44828659904666895;0.5973147473701558;5.426563126845282,0.2854001897100072;0.23354031057054908;1.7926263301613177;0.11366353056954506;1.495731437064155
