start_index,p,gamma,beta
2,8,3.2761014052508837;6.320710418065554;0.5531243549535011;2.8451428834999146;-0.20713416992204622;4.652567157422318;4.364737165735128;3.2451328605875145,1.7213131539778914;2.93937277645252;-0.05460560573700358;2.4252251447637274;-0.2890128056620868;0.00030380200044089053;2.7469076669099635;0.2554771428544586
