run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T091959-k4-d6-p12-12-r2-i320-s1234,experiment,unknown,2026-04-04T09:19:59,9df295f6a573683c611b3e2f309dbe6ea8f52bac,main,true,4,6,12,1,0,1280,1234,0.769951357219,7883.179164,7838.416260,105,1,1,true,0,warm,1.0e-04,0.1746293997919014;0.30476064567578703;0.37112620472582714;0.36227438465089706;0.3422108228304876;0.38578987659716374;0.4114632984302413;0.45046512965595753;0.4760102769555205;0.5079866347328825;0.5657489729317703;0.5834052344916597,0.35666549059810204;0.2729912834884052;0.27815584468017174;0.24871021465600343;0.3183260528391854;0.260006371887555;0.25020320929436113;0.2336399777886633;0.21639267124250827;0.1990785459208589;0.1579673937508322;0.07953469803587201
