start_index,p,gamma,beta
2,5,2.9846804416961628;6.552087462691044;0.6786150331540025;1.9675945436385462;3.8080610230641887,-1.0269510372097643;1.697023031459725;1.3807205512620586;3.1610665091673154;1.4366070008602982
