start_index,p,gamma,beta
1,14,2.1325839860735485;1.647523712303169;3.9959313605706086;2.8349745073475816;4.3740241234965325;5.389487959783118;0.894317306203142;0.8106015784787672;0.14792237467805336;4.706726450151997;6.017955615147798;6.017955615147798;6.017955615147798;6.017955615147798,1.6354848062371126;0.702496029536885;3.0058546866307445;1.0613581821241063;2.0363151202571466;0.13656281845591778;1.4108250115245689;0.16552492819963405;0.3064816060675035;2.4845154399671934;0.17360023283300308;0.17360023283300308;0.17360023283300308;0.17360023283300308
