start_index,p,gamma,beta
1,5,3.2954239554742317;6.567048302085351;0.5125393980266261;-0.5128538897643501;0.36100464602615956,2.5429632168712306;-0.3380613550378618;1.085063818987624;3.091325380418216;0.36376280118720217
