run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T211102-k4-d8-p7-7-r2-i320-s1234,experiment,unknown,2026-04-04T21:11:02,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,8,7,1,2,1280,1234,0.732283206795,48.857722,48.528625,1776,3,260,true,0,random,1.0e-06,3.2310536429147545;0.1797491708049268;0.36383559815256433;0.3877906915116142;0.39777197303822054;6.031387975789452;0.19486894718401573,0.651237491321822;1.904173349635378;1.7999261465492529;0.20643202203512942;2.0702583832405517;1.6093571152367014;2.7458889279390557
