start_index,p,gamma,beta
1,12,0.18146461083492726;0.3178124726131862;0.33328684452824153;0.3356389551061559;0.33522285914540495;0.341542092438308;0.3683776334134579;0.38362087799520833;0.4373652908423284;0.4789751325429503;0.4591616079019445;0.459163888808172,0.3118997120250652;0.2748764340604822;0.19374072446492596;0.2053219679715729;0.21876054691490002;0.19729480622795526;0.1660539984114067;0.15327558012369863;0.10748619674093832;0.04560349976291565;0.03578870181175255;0.03578711117977811
