run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T210849-k4-d7-p6-6-r2-i320-s1234,experiment,unknown,2026-04-04T21:08:49,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,7,6,1,2,1280,1234,0.739022344496,3.866533,3.616524,551,3,97,true,0,random,1.0e-06,3.009015895438232;0.3680120987084754;0.4342156562364995;0.01800562547010043;0.45470384908011;6.210592483324908,2.4575124433825226;1.3069404502890962;2.215419687065278;0.7044476570137436;1.1364087452417149;1.8630509159508728
