run_id,run_kind,runner_label,timestamp_utc,git_commit,git_branch,git_dirty,k,D,p,clause_sign,restarts,maxiters,seed,value,wall_time_seconds,best_start_wall_time_seconds,evaluations,starts,iterations,converged,retry_count,best_start_kind,g_abstol,gamma,beta
20260404T222810-k4-d8-p8-8-r2-i320-s1234,experiment,unknown,2026-04-04T22:28:10,f354eb1347b61745b2131a6750a8faeac4d3e8c0,main,true,4,8,8,1,2,1280,1234,0.733446287954,389.520864,389.147727,3188,3,48,true,0,warm,1.0e-06,3.2346025705163886;0.15846295176603725;0.05973017065283625;0.3735574130522242;0.3839418828582898;6.188132123220497;5.78558700099023;2.6647156103675145,1.9449006485465012;1.5376001802344483;1.0988432824816612;1.8695784983063906;1.9967505899452949;2.794362447605467;1.3915669047605626;1.4713617525500033
